HOY;DOY;Month;Day;Hour;DataLoad
2220;93;4;3;12;600
2221;93;4;3;13;600
2222;93;4;3;14;600
2223;93;4;3;15;580
2224;93;4;3;16;600
2225;93;4;3;17;620
2226;93;4;3;18;600
2227;93;4;3;19;620
2228;93;4;3;20;620
2229;93;4;3;21;630
2230;93;4;3;22;650
2231;93;4;3;23;620
2232;93;4;3;24;590
2233;94;4;4;1;520
2234;94;4;4;2;510
2235;94;4;4;3;510
2236;94;4;4;4;500
2237;94;4;4;5;500
2238;94;4;4;6;530
2239;94;4;4;7;580
2240;94;4;4;8;610
2241;94;4;4;9;620
2242;94;4;4;10;650
2243;94;4;4;11;620
2244;94;4;4;12;600
2245;94;4;4;13;600
2246;94;4;4;14;600
2247;94;4;4;15;580
2248;94;4;4;16;600
2249;94;4;4;17;620
2250;94;4;4;18;600
2251;94;4;4;19;620
2252;94;4;4;20;620
2253;94;4;4;21;630
2254;94;4;4;22;650
2255;94;4;4;23;620
2256;94;4;4;24;590
2257;95;4;5;1;520
2258;95;4;5;2;510
2259;95;4;5;3;510
2260;95;4;5;4;500
2261;95;4;5;5;500
2262;95;4;5;6;530
2263;95;4;5;7;580
2264;95;4;5;8;610
2265;95;4;5;9;620
2266;95;4;5;10;650
2267;95;4;5;11;620
2268;95;4;5;12;600
2269;95;4;5;13;600
2270;95;4;5;14;600
2271;95;4;5;15;580
2272;95;4;5;16;600
2273;95;4;5;17;620
2274;95;4;5;18;600
2275;95;4;5;19;620
2276;95;4;5;20;620
2277;95;4;5;21;630
2278;95;4;5;22;650
2279;95;4;5;23;620
2280;95;4;5;24;590
2281;96;4;6;1;520
2282;96;4;6;2;510
2283;96;4;6;3;510
2284;96;4;6;4;500
2285;96;4;6;5;500
2286;96;4;6;6;530
2287;96;4;6;7;580
2288;96;4;6;8;610
2289;96;4;6;9;620
2290;96;4;6;10;650
2291;96;4;6;11;620
2292;96;4;6;12;600
2293;96;4;6;13;600
2294;96;4;6;14;600
2295;96;4;6;15;580
2296;96;4;6;16;600
2297;96;4;6;17;620
2298;96;4;6;18;600
2299;96;4;6;19;620
2300;96;4;6;20;620
2301;96;4;6;21;630
2302;96;4;6;22;650
2303;96;4;6;23;620
2304;96;4;6;24;590
2305;97;4;7;1;520
2306;97;4;7;2;510
2307;97;4;7;3;510
2308;97;4;7;4;500
2309;97;4;7;5;500
2310;97;4;7;6;530
2311;97;4;7;7;580
2312;97;4;7;8;610
2313;97;4;7;9;620
2314;97;4;7;10;650
2315;97;4;7;11;620
2316;97;4;7;12;600
2317;97;4;7;13;600
2318;97;4;7;14;600
2319;97;4;7;15;580
2320;97;4;7;16;600
2321;97;4;7;17;620
2322;97;4;7;18;600
2323;97;4;7;19;620
2324;97;4;7;20;620
2325;97;4;7;21;630
2326;97;4;7;22;650
2327;97;4;7;23;620
2328;97;4;7;24;590
2329;98;4;8;1;520
2330;98;4;8;2;510
2331;98;4;8;3;510
2332;98;4;8;4;500
2333;98;4;8;5;500
2334;98;4;8;6;530
2335;98;4;8;7;580
2336;98;4;8;8;610
2337;98;4;8;9;620
2338;98;4;8;10;650
2339;98;4;8;11;620
2340;98;4;8;12;600
2341;98;4;8;13;600
2342;98;4;8;14;600
2343;98;4;8;15;580
2344;98;4;8;16;600
2345;98;4;8;17;620
2346;98;4;8;18;600
2347;98;4;8;19;620
2348;98;4;8;20;620
2349;98;4;8;21;630
2350;98;4;8;22;650
2351;98;4;8;23;620
2352;98;4;8;24;590
2353;99;4;9;1;520
2354;99;4;9;2;510
2355;99;4;9;3;510
2356;99;4;9;4;500
2357;99;4;9;5;500
2358;99;4;9;6;530
2359;99;4;9;7;580
2360;99;4;9;8;610
2361;99;4;9;9;620
2362;99;4;9;10;650
2363;99;4;9;11;620
2364;99;4;9;12;600
2365;99;4;9;13;600
2366;99;4;9;14;600
2367;99;4;9;15;580
2368;99;4;9;16;600
2369;99;4;9;17;620
2370;99;4;9;18;600
2371;99;4;9;19;620
2372;99;4;9;20;620
2373;99;4;9;21;630
2374;99;4;9;22;650
2375;99;4;9;23;620
2376;99;4;9;24;590
2377;100;4;10;1;520
2378;100;4;10;2;510
2379;100;4;10;3;510
2380;100;4;10;4;500
2381;100;4;10;5;500
2382;100;4;10;6;530
2383;100;4;10;7;580
2384;100;4;10;8;610
2385;100;4;10;9;620
2386;100;4;10;10;650
2387;100;4;10;11;620
2388;100;4;10;12;600
2389;100;4;10;13;600
2390;100;4;10;14;600
2391;100;4;10;15;580
2392;100;4;10;16;600
2393;100;4;10;17;620
2394;100;4;10;18;600
2395;100;4;10;19;620
2396;100;4;10;20;620
2397;100;4;10;21;630
2398;100;4;10;22;650
2399;100;4;10;23;620
2400;100;4;10;24;590
2401;101;4;11;1;520
2402;101;4;11;2;510
2403;101;4;11;3;510
2404;101;4;11;4;500
2405;101;4;11;5;500
2406;101;4;11;6;530
2407;101;4;11;7;580
2408;101;4;11;8;610
2409;101;4;11;9;620
2410;101;4;11;10;650
2411;101;4;11;11;620
2412;101;4;11;12;600
2413;101;4;11;13;600
2414;101;4;11;14;600
2415;101;4;11;15;580
2416;101;4;11;16;600
2417;101;4;11;17;620
2418;101;4;11;18;600
2419;101;4;11;19;620
2420;101;4;11;20;620
2421;101;4;11;21;630
2422;101;4;11;22;650
2423;101;4;11;23;620
2424;101;4;11;24;590
2425;102;4;12;1;520
2426;102;4;12;2;510
2427;102;4;12;3;510
2428;102;4;12;4;500
2429;102;4;12;5;500
2430;102;4;12;6;530
2431;102;4;12;7;580
2432;102;4;12;8;610
2433;102;4;12;9;620
2434;102;4;12;10;650
2435;102;4;12;11;620
2436;102;4;12;12;600
2437;102;4;12;13;600
2438;102;4;12;14;600
2439;102;4;12;15;580
2440;102;4;12;16;600
2441;102;4;12;17;620
2442;102;4;12;18;600
2443;102;4;12;19;620
2444;102;4;12;20;620
2445;102;4;12;21;630
2446;102;4;12;22;650
2447;102;4;12;23;620
2448;102;4;12;24;590
2449;103;4;13;1;520
2450;103;4;13;2;510
2451;103;4;13;3;510
2452;103;4;13;4;500
2453;103;4;13;5;500
2454;103;4;13;6;530
2455;103;4;13;7;580
2456;103;4;13;8;610
2457;103;4;13;9;620
2458;103;4;13;10;650
2459;103;4;13;11;620
2460;103;4;13;12;600
2461;103;4;13;13;600
2462;103;4;13;14;600
2463;103;4;13;15;580
2464;103;4;13;16;600
2465;103;4;13;17;620
2466;103;4;13;18;600
2467;103;4;13;19;620
2468;103;4;13;20;620
2469;103;4;13;21;630
2470;103;4;13;22;650
2471;103;4;13;23;620
2472;103;4;13;24;590
2473;104;4;14;1;520
2474;104;4;14;2;510
2475;104;4;14;3;510
2476;104;4;14;4;500
2477;104;4;14;5;500
2478;104;4;14;6;530
2479;104;4;14;7;580
2480;104;4;14;8;610
2481;104;4;14;9;620
2482;104;4;14;10;650
2483;104;4;14;11;620
2484;104;4;14;12;600
2485;104;4;14;13;600
2486;104;4;14;14;600
2487;104;4;14;15;580
2488;104;4;14;16;600
2489;104;4;14;17;620
2490;104;4;14;18;600
2491;104;4;14;19;620
2492;104;4;14;20;620
2493;104;4;14;21;630
2494;104;4;14;22;650
2495;104;4;14;23;620
2496;104;4;14;24;590
2497;105;4;15;1;520
2498;105;4;15;2;510
2499;105;4;15;3;510
2500;105;4;15;4;500
2501;105;4;15;5;500
2502;105;4;15;6;530
2503;105;4;15;7;580
2504;105;4;15;8;610
2505;105;4;15;9;620
2506;105;4;15;10;650
2507;105;4;15;11;620
2508;105;4;15;12;600
2509;105;4;15;13;600
2510;105;4;15;14;600
2511;105;4;15;15;580
2512;105;4;15;16;600
2513;105;4;15;17;620
2514;105;4;15;18;600
2515;105;4;15;19;620
2516;105;4;15;20;620
2517;105;4;15;21;630
2518;105;4;15;22;650
2519;105;4;15;23;620
2520;105;4;15;24;590
2521;106;4;16;1;520
2522;106;4;16;2;510
2523;106;4;16;3;510
2524;106;4;16;4;500
2525;106;4;16;5;500
2526;106;4;16;6;530
2527;106;4;16;7;580
2528;106;4;16;8;610
2529;106;4;16;9;620
2530;106;4;16;10;650
2531;106;4;16;11;620
2532;106;4;16;12;600
2533;106;4;16;13;600
2534;106;4;16;14;600
2535;106;4;16;15;580
2536;106;4;16;16;600
2537;106;4;16;17;620
2538;106;4;16;18;600
2539;106;4;16;19;620
2540;106;4;16;20;620
2541;106;4;16;21;630
2542;106;4;16;22;650
2543;106;4;16;23;620
2544;106;4;16;24;590
2545;107;4;17;1;520
2546;107;4;17;2;510
2547;107;4;17;3;510
2548;107;4;17;4;500
2549;107;4;17;5;500
2550;107;4;17;6;530
2551;107;4;17;7;580
2552;107;4;17;8;610
2553;107;4;17;9;620
2554;107;4;17;10;650
2555;107;4;17;11;620
2556;107;4;17;12;600
2557;107;4;17;13;600
2558;107;4;17;14;600
2559;107;4;17;15;580
2560;107;4;17;16;600
2561;107;4;17;17;620
2562;107;4;17;18;600
2563;107;4;17;19;620
2564;107;4;17;20;620
2565;107;4;17;21;630
2566;107;4;17;22;650
2567;107;4;17;23;620
2568;107;4;17;24;590
2569;108;4;18;1;520
2570;108;4;18;2;510
2571;108;4;18;3;510
2572;108;4;18;4;500
2573;108;4;18;5;500
2574;108;4;18;6;530
2575;108;4;18;7;580
2576;108;4;18;8;610
2577;108;4;18;9;620
2578;108;4;18;10;650
2579;108;4;18;11;620
2580;108;4;18;12;600
2581;108;4;18;13;600
2582;108;4;18;14;600
2583;108;4;18;15;580
2584;108;4;18;16;600
2585;108;4;18;17;620
2586;108;4;18;18;600
2587;108;4;18;19;620
2588;108;4;18;20;620
2589;108;4;18;21;630
2590;108;4;18;22;650
2591;108;4;18;23;620
2592;108;4;18;24;590
2593;109;4;19;1;520
2594;109;4;19;2;510
2595;109;4;19;3;510
2596;109;4;19;4;500
2597;109;4;19;5;500
2598;109;4;19;6;530
2599;109;4;19;7;580
2600;109;4;19;8;610
2601;109;4;19;9;620
2602;109;4;19;10;650
2603;109;4;19;11;620
2604;109;4;19;12;600
2605;109;4;19;13;600
2606;109;4;19;14;600
2607;109;4;19;15;580
2608;109;4;19;16;600
2609;109;4;19;17;620
2610;109;4;19;18;600
2611;109;4;19;19;620
2612;109;4;19;20;620
2613;109;4;19;21;630
2614;109;4;19;22;650
2615;109;4;19;23;620
2616;109;4;19;24;590
2617;110;4;20;1;520
2618;110;4;20;2;510
2619;110;4;20;3;510
2620;110;4;20;4;500
2621;110;4;20;5;500
2622;110;4;20;6;530
2623;110;4;20;7;580
2624;110;4;20;8;610
2625;110;4;20;9;620
2626;110;4;20;10;650
2627;110;4;20;11;620
2628;110;4;20;12;600
2629;110;4;20;13;600
2630;110;4;20;14;600
2631;110;4;20;15;580
2632;110;4;20;16;600
2633;110;4;20;17;620
2634;110;4;20;18;600
2635;110;4;20;19;620
2636;110;4;20;20;620
2637;110;4;20;21;630
2638;110;4;20;22;650
2639;110;4;20;23;620
2640;110;4;20;24;590
2641;111;4;21;1;520
2642;111;4;21;2;510
2643;111;4;21;3;510
2644;111;4;21;4;500
2645;111;4;21;5;500
2646;111;4;21;6;530
2647;111;4;21;7;580
2648;111;4;21;8;610
2649;111;4;21;9;620
2650;111;4;21;10;650
2651;111;4;21;11;620
2652;111;4;21;12;600
2653;111;4;21;13;600
2654;111;4;21;14;600
2655;111;4;21;15;580
2656;111;4;21;16;600
2657;111;4;21;17;620
2658;111;4;21;18;600
2659;111;4;21;19;620
2660;111;4;21;20;620
2661;111;4;21;21;630
2662;111;4;21;22;650
2663;111;4;21;23;620
2664;111;4;21;24;590
2665;112;4;22;1;520
2666;112;4;22;2;510
2667;112;4;22;3;510
2668;112;4;22;4;500
2669;112;4;22;5;500
2670;112;4;22;6;530
2671;112;4;22;7;580
2672;112;4;22;8;610
2673;112;4;22;9;620
2674;112;4;22;10;650
2675;112;4;22;11;620
2676;112;4;22;12;600
2677;112;4;22;13;600
2678;112;4;22;14;600
2679;112;4;22;15;580
2680;112;4;22;16;600
2681;112;4;22;17;620
2682;112;4;22;18;600
2683;112;4;22;19;620
2684;112;4;22;20;620
2685;112;4;22;21;630
2686;112;4;22;22;650
2687;112;4;22;23;620
2688;112;4;22;24;590
2689;113;4;23;1;520
2690;113;4;23;2;510
2691;113;4;23;3;510
2692;113;4;23;4;500
2693;113;4;23;5;500
2694;113;4;23;6;530
2695;113;4;23;7;580
2696;113;4;23;8;610
2697;113;4;23;9;620
2698;113;4;23;10;650
2699;113;4;23;11;620
2700;113;4;23;12;600
2701;113;4;23;13;600
2702;113;4;23;14;600
2703;113;4;23;15;580
2704;113;4;23;16;600
2705;113;4;23;17;620
2706;113;4;23;18;600
2707;113;4;23;19;620
2708;113;4;23;20;620
2709;113;4;23;21;630
2710;113;4;23;22;650
2711;113;4;23;23;620
2712;113;4;23;24;590
2713;114;4;24;1;520
2714;114;4;24;2;510
2715;114;4;24;3;510
2716;114;4;24;4;500
2717;114;4;24;5;500
2718;114;4;24;6;530
2719;114;4;24;7;580
2720;114;4;24;8;610
2721;114;4;24;9;620
2722;114;4;24;10;650
2723;114;4;24;11;620
2724;114;4;24;12;600
2725;114;4;24;13;600
2726;114;4;24;14;600
2727;114;4;24;15;580
2728;114;4;24;16;600
2729;114;4;24;17;620
2730;114;4;24;18;600
2731;114;4;24;19;620
2732;114;4;24;20;620
2733;114;4;24;21;630
2734;114;4;24;22;650
2735;114;4;24;23;620
2736;114;4;24;24;590
2737;115;4;25;1;520
2738;115;4;25;2;510
2739;115;4;25;3;510
2740;115;4;25;4;500
2741;115;4;25;5;500
2742;115;4;25;6;530
2743;115;4;25;7;580
2744;115;4;25;8;610
2745;115;4;25;9;620
2746;115;4;25;10;650
2747;115;4;25;11;620
2748;115;4;25;12;600
2749;115;4;25;13;600
2750;115;4;25;14;600
2751;115;4;25;15;580
2752;115;4;25;16;600
2753;115;4;25;17;620
2754;115;4;25;18;600
2755;115;4;25;19;620
2756;115;4;25;20;620
2757;115;4;25;21;630
2758;115;4;25;22;650
2759;115;4;25;23;620
2760;115;4;25;24;590
2761;116;4;26;1;520
2762;116;4;26;2;510
2763;116;4;26;3;510
2764;116;4;26;4;500
2765;116;4;26;5;500
2766;116;4;26;6;530
2767;116;4;26;7;580
2768;116;4;26;8;610
2769;116;4;26;9;620
2770;116;4;26;10;650
2771;116;4;26;11;620
2772;116;4;26;12;600
2773;116;4;26;13;600
2774;116;4;26;14;600
2775;116;4;26;15;580
2776;116;4;26;16;600
2777;116;4;26;17;620
2778;116;4;26;18;600
2779;116;4;26;19;620
2780;116;4;26;20;620
2781;116;4;26;21;630
2782;116;4;26;22;650
2783;116;4;26;23;620
2784;116;4;26;24;590
2785;117;4;27;1;520
2786;117;4;27;2;510
2787;117;4;27;3;510
2788;117;4;27;4;500
2789;117;4;27;5;500
2790;117;4;27;6;530
2791;117;4;27;7;580
2792;117;4;27;8;610
2793;117;4;27;9;620
2794;117;4;27;10;650
2795;117;4;27;11;620
2796;117;4;27;12;600
2797;117;4;27;13;600
2798;117;4;27;14;600
2799;117;4;27;15;580
2800;117;4;27;16;600
2801;117;4;27;17;620
2802;117;4;27;18;600
2803;117;4;27;19;620
2804;117;4;27;20;620
2805;117;4;27;21;630
2806;117;4;27;22;650
2807;117;4;27;23;620
2808;117;4;27;24;590
2809;118;4;28;1;520
2810;118;4;28;2;510
2811;118;4;28;3;510
2812;118;4;28;4;500
2813;118;4;28;5;500
2814;118;4;28;6;530
2815;118;4;28;7;580
2816;118;4;28;8;610
2817;118;4;28;9;620
2818;118;4;28;10;650
2819;118;4;28;11;620
2820;118;4;28;12;600
2821;118;4;28;13;600
2822;118;4;28;14;600
2823;118;4;28;15;580
2824;118;4;28;16;600
2825;118;4;28;17;620
2826;118;4;28;18;600
2827;118;4;28;19;620
2828;118;4;28;20;620
2829;118;4;28;21;630
2830;118;4;28;22;650
2831;118;4;28;23;620
2832;118;4;28;24;590
2833;119;4;29;1;520
2834;119;4;29;2;510
2835;119;4;29;3;510
2836;119;4;29;4;500
2837;119;4;29;5;500
2838;119;4;29;6;530
2839;119;4;29;7;580
2840;119;4;29;8;610
2841;119;4;29;9;620
2842;119;4;29;10;650
2843;119;4;29;11;620
2844;119;4;29;12;600
2845;119;4;29;13;600
2846;119;4;29;14;600
2847;119;4;29;15;580
2848;119;4;29;16;600
2849;119;4;29;17;620
2850;119;4;29;18;600
2851;119;4;29;19;620
2852;119;4;29;20;620
2853;119;4;29;21;630
2854;119;4;29;22;650
2855;119;4;29;23;620
2856;119;4;29;24;590
2857;120;4;30;1;520
2858;120;4;30;2;510
2859;120;4;30;3;510
2860;120;4;30;4;500
2861;120;4;30;5;500
2862;120;4;30;6;530
2863;120;4;30;7;580
2864;120;4;30;8;610
2865;120;4;30;9;620
2866;120;4;30;10;650
2867;120;4;30;11;620
2868;120;4;30;12;600
2869;120;4;30;13;600
2870;120;4;30;14;600
2871;120;4;30;15;580
2872;120;4;30;16;600
2873;120;4;30;17;620
2874;120;4;30;18;600
2875;120;4;30;19;620
2876;120;4;30;20;620
2877;120;4;30;21;630
2878;120;4;30;22;650
2879;120;4;30;23;620
2880;120;4;30;24;590
2881;121;5;1;1;390
2882;121;5;1;2;380
2883;121;5;1;3;380
2884;121;5;1;4;370
2885;121;5;1;5;370
2886;121;5;1;6;370
2887;121;5;1;7;390
2888;121;5;1;8;430
2889;121;5;1;9;460
2890;121;5;1;10;460
2891;121;5;1;11;450
2892;121;5;1;12;480
2893;121;5;1;13;470
2894;121;5;1;14;480
2895;121;5;1;15;470
2896;121;5;1;16;510
2897;121;5;1;17;490
2898;121;5;1;18;470
2899;121;5;1;19;480
2900;121;5;1;20;500
2901;121;5;1;21;480
2902;121;5;1;22;470
2903;121;5;1;23;460
2904;121;5;1;24;410
2905;122;5;2;1;390
2906;122;5;2;2;380
2907;122;5;2;3;380
2908;122;5;2;4;370
2909;122;5;2;5;370
2910;122;5;2;6;370
2911;122;5;2;7;390
2912;122;5;2;8;430
2913;122;5;2;9;460
2914;122;5;2;10;460
2915;122;5;2;11;450
2916;122;5;2;12;480
2917;122;5;2;13;470
2918;122;5;2;14;480
2919;122;5;2;15;470
2920;122;5;2;16;510
2921;122;5;2;17;490
2922;122;5;2;18;470
2923;122;5;2;19;480
2924;122;5;2;20;500
2925;122;5;2;21;480
2926;122;5;2;22;470
2927;122;5;2;23;460
2928;122;5;2;24;410
2929;123;5;3;1;390
2930;123;5;3;2;380
2931;123;5;3;3;380
2932;123;5;3;4;370
2933;123;5;3;5;370
2934;123;5;3;6;370
2935;123;5;3;7;390
2936;123;5;3;8;430
2937;123;5;3;9;460
2938;123;5;3;10;460
2939;123;5;3;11;450
2940;123;5;3;12;480
2941;123;5;3;13;470
2942;123;5;3;14;480
2943;123;5;3;15;470
2944;123;5;3;16;510
2945;123;5;3;17;490
2946;123;5;3;18;470
2947;123;5;3;19;480
2948;123;5;3;20;500
2949;123;5;3;21;480
2950;123;5;3;22;470
2951;123;5;3;23;460
2952;123;5;3;24;410
2953;124;5;4;1;390
2954;124;5;4;2;380
2955;124;5;4;3;380
2956;124;5;4;4;370
2957;124;5;4;5;370
2958;124;5;4;6;370
2959;124;5;4;7;390
2960;124;5;4;8;430
2961;124;5;4;9;460
2962;124;5;4;10;460
2963;124;5;4;11;450
2964;124;5;4;12;480
2965;124;5;4;13;470
2966;124;5;4;14;480
2967;124;5;4;15;470
2968;124;5;4;16;510
2969;124;5;4;17;490
2970;124;5;4;18;470
2971;124;5;4;19;480
2972;124;5;4;20;500
2973;124;5;4;21;480
2974;124;5;4;22;470
2975;124;5;4;23;460
2976;124;5;4;24;410
2977;125;5;5;1;390
2978;125;5;5;2;380
2979;125;5;5;3;380
2980;125;5;5;4;370
2981;125;5;5;5;370
2982;125;5;5;6;370
2983;125;5;5;7;390
2984;125;5;5;8;430
2985;125;5;5;9;460
2986;125;5;5;10;460
2987;125;5;5;11;450
2988;125;5;5;12;480
2989;125;5;5;13;470
2990;125;5;5;14;480
2991;125;5;5;15;470
2992;125;5;5;16;510
2993;125;5;5;17;490
2994;125;5;5;18;470
2995;125;5;5;19;480
2996;125;5;5;20;500
2997;125;5;5;21;480
2998;125;5;5;22;470
2999;125;5;5;23;460
3000;125;5;5;24;410
3001;126;5;6;1;390
3002;126;5;6;2;380
3003;126;5;6;3;380
3004;126;5;6;4;370
3005;126;5;6;5;370
3006;126;5;6;6;370
3007;126;5;6;7;390
3008;126;5;6;8;430
3009;126;5;6;9;460
3010;126;5;6;10;460
3011;126;5;6;11;450
3012;126;5;6;12;480
3013;126;5;6;13;470
3014;126;5;6;14;480
3015;126;5;6;15;470
3016;126;5;6;16;510
3017;126;5;6;17;490
3018;126;5;6;18;470
3019;126;5;6;19;480
3020;126;5;6;20;500
3021;126;5;6;21;480
3022;126;5;6;22;470
3023;126;5;6;23;460
3024;126;5;6;24;410
3025;127;5;7;1;390
3026;127;5;7;2;380
3027;127;5;7;3;380
3028;127;5;7;4;370
3029;127;5;7;5;370
3030;127;5;7;6;370
3031;127;5;7;7;390
3032;127;5;7;8;430
3033;127;5;7;9;460
3034;127;5;7;10;460
3035;127;5;7;11;450
3036;127;5;7;12;480
3037;127;5;7;13;470
3038;127;5;7;14;480
3039;127;5;7;15;470
3040;127;5;7;16;510
3041;127;5;7;17;490
3042;127;5;7;18;470
3043;127;5;7;19;480
3044;127;5;7;20;500
3045;127;5;7;21;480
3046;127;5;7;22;470
3047;127;5;7;23;460
3048;127;5;7;24;410
3049;128;5;8;1;390
3050;128;5;8;2;380
3051;128;5;8;3;380
3052;128;5;8;4;370
3053;128;5;8;5;370
3054;128;5;8;6;370
3055;128;5;8;7;390
3056;128;5;8;8;430
3057;128;5;8;9;460
3058;128;5;8;10;460
3059;128;5;8;11;450
3060;128;5;8;12;480
3061;128;5;8;13;470
3062;128;5;8;14;480
3063;128;5;8;15;470
3064;128;5;8;16;510
3065;128;5;8;17;490
3066;128;5;8;18;470
3067;128;5;8;19;480
3068;128;5;8;20;500
3069;128;5;8;21;480
3070;128;5;8;22;470
3071;128;5;8;23;460
3072;128;5;8;24;410
3073;129;5;9;1;390
3074;129;5;9;2;380
3075;129;5;9;3;380
3076;129;5;9;4;370
3077;129;5;9;5;370
3078;129;5;9;6;370
3079;129;5;9;7;390
3080;129;5;9;8;430
3081;129;5;9;9;460
3082;129;5;9;10;460
3083;129;5;9;11;450
3084;129;5;9;12;480
3085;129;5;9;13;470
3086;129;5;9;14;480
3087;129;5;9;15;470
3088;129;5;9;16;510
3089;129;5;9;17;490
3090;129;5;9;18;470
3091;129;5;9;19;480
3092;129;5;9;20;500
3093;129;5;9;21;480
3094;129;5;9;22;470
3095;129;5;9;23;460
3096;129;5;9;24;410
3097;130;5;10;1;390
3098;130;5;10;2;380
3099;130;5;10;3;380
3100;130;5;10;4;370
3101;130;5;10;5;370
3102;130;5;10;6;370
3103;130;5;10;7;390
3104;130;5;10;8;430
3105;130;5;10;9;460
3106;130;5;10;10;460
3107;130;5;10;11;450
3108;130;5;10;12;480
3109;130;5;10;13;470
3110;130;5;10;14;480
3111;130;5;10;15;470
3112;130;5;10;16;510
3113;130;5;10;17;490
3114;130;5;10;18;470
3115;130;5;10;19;480
3116;130;5;10;20;500
3117;130;5;10;21;480
3118;130;5;10;22;470
3119;130;5;10;23;460
3120;130;5;10;24;410
3121;131;5;11;1;390
3122;131;5;11;2;380
3123;131;5;11;3;380
3124;131;5;11;4;370
3125;131;5;11;5;370
3126;131;5;11;6;370
3127;131;5;11;7;390
3128;131;5;11;8;430
3129;131;5;11;9;460
3130;131;5;11;10;460
3131;131;5;11;11;450
3132;131;5;11;12;480
3133;131;5;11;13;470
3134;131;5;11;14;480
3135;131;5;11;15;470
3136;131;5;11;16;510
3137;131;5;11;17;490
3138;131;5;11;18;470
3139;131;5;11;19;480
3140;131;5;11;20;500
3141;131;5;11;21;480
3142;131;5;11;22;470
3143;131;5;11;23;460
3144;131;5;11;24;410
3145;132;5;12;1;390
3146;132;5;12;2;380
3147;132;5;12;3;380
3148;132;5;12;4;370
3149;132;5;12;5;370
3150;132;5;12;6;370
3151;132;5;12;7;390
3152;132;5;12;8;430
3153;132;5;12;9;460
3154;132;5;12;10;460
3155;132;5;12;11;450
3156;132;5;12;12;480
3157;132;5;12;13;470
3158;132;5;12;14;480
3159;132;5;12;15;470
3160;132;5;12;16;510
3161;132;5;12;17;490
3162;132;5;12;18;470
3163;132;5;12;19;480
3164;132;5;12;20;500
3165;132;5;12;21;480
3166;132;5;12;22;470
3167;132;5;12;23;460
3168;132;5;12;24;410
3169;133;5;13;1;390
3170;133;5;13;2;380
3171;133;5;13;3;380
3172;133;5;13;4;370
3173;133;5;13;5;370
3174;133;5;13;6;370
3175;133;5;13;7;390
3176;133;5;13;8;430
3177;133;5;13;9;460
3178;133;5;13;10;460
3179;133;5;13;11;450
3180;133;5;13;12;480
3181;133;5;13;13;470
3182;133;5;13;14;480
3183;133;5;13;15;470
3184;133;5;13;16;510
3185;133;5;13;17;490
3186;133;5;13;18;470
3187;133;5;13;19;480
3188;133;5;13;20;500
3189;133;5;13;21;480
3190;133;5;13;22;470
3191;133;5;13;23;460
3192;133;5;13;24;410
3193;134;5;14;1;390
3194;134;5;14;2;380
3195;134;5;14;3;380
3196;134;5;14;4;370
3197;134;5;14;5;370
3198;134;5;14;6;370
3199;134;5;14;7;390
3200;134;5;14;8;430
3201;134;5;14;9;460
3202;134;5;14;10;460
3203;134;5;14;11;450
3204;134;5;14;12;480
3205;134;5;14;13;470
3206;134;5;14;14;480
3207;134;5;14;15;470
3208;134;5;14;16;510
3209;134;5;14;17;490
3210;134;5;14;18;470
3211;134;5;14;19;480
3212;134;5;14;20;500
3213;134;5;14;21;480
3214;134;5;14;22;470
3215;134;5;14;23;460
3216;134;5;14;24;410
3217;135;5;15;1;390
3218;135;5;15;2;380
3219;135;5;15;3;380
3220;135;5;15;4;370
3221;135;5;15;5;370
3222;135;5;15;6;370
3223;135;5;15;7;390
3224;135;5;15;8;430
3225;135;5;15;9;460
3226;135;5;15;10;460
3227;135;5;15;11;450
3228;135;5;15;12;480
3229;135;5;15;13;470
3230;135;5;15;14;480
3231;135;5;15;15;470
3232;135;5;15;16;510
3233;135;5;15;17;490
3234;135;5;15;18;470
3235;135;5;15;19;480
3236;135;5;15;20;500
3237;135;5;15;21;480
3238;135;5;15;22;470
3239;135;5;15;23;460
3240;135;5;15;24;410
3241;136;5;16;1;390
3242;136;5;16;2;380
3243;136;5;16;3;380
3244;136;5;16;4;370
3245;136;5;16;5;370
3246;136;5;16;6;370
3247;136;5;16;7;390
3248;136;5;16;8;430
3249;136;5;16;9;460
3250;136;5;16;10;460
3251;136;5;16;11;450
3252;136;5;16;12;480
3253;136;5;16;13;470
3254;136;5;16;14;480
3255;136;5;16;15;470
3256;136;5;16;16;510
3257;136;5;16;17;490
3258;136;5;16;18;470
3259;136;5;16;19;480
3260;136;5;16;20;500
3261;136;5;16;21;480
3262;136;5;16;22;470
3263;136;5;16;23;460
3264;136;5;16;24;410
3265;137;5;17;1;390
3266;137;5;17;2;380
3267;137;5;17;3;380
3268;137;5;17;4;370
3269;137;5;17;5;370
3270;137;5;17;6;370
3271;137;5;17;7;390
3272;137;5;17;8;430
3273;137;5;17;9;460
3274;137;5;17;10;460
3275;137;5;17;11;450
3276;137;5;17;12;480
3277;137;5;17;13;470
3278;137;5;17;14;480
3279;137;5;17;15;470
3280;137;5;17;16;510
3281;137;5;17;17;490
3282;137;5;17;18;470
3283;137;5;17;19;480
3284;137;5;17;20;500
3285;137;5;17;21;480
3286;137;5;17;22;470
3287;137;5;17;23;460
3288;137;5;17;24;410
3289;138;5;18;1;390
3290;138;5;18;2;380
3291;138;5;18;3;380
3292;138;5;18;4;370
3293;138;5;18;5;370
3294;138;5;18;6;370
