HOY;DOY;Month;Day;Hour;DataLoad
1145;48;2;17;17;680
1146;48;2;17;18;690
1147;48;2;17;19;690
1148;48;2;17;20;700
1149;48;2;17;21;670
1150;48;2;17;22;620
1151;48;2;17;23;600
1152;48;2;17;24;590
1153;49;2;18;1;550
1154;49;2;18;2;550
1155;49;2;18;3;550
1156;49;2;18;4;550
1157;49;2;18;5;570
1158;49;2;18;6;600
1159;49;2;18;7;630
1160;49;2;18;8;670
1161;49;2;18;9;690
1162;49;2;18;10;670
1163;49;2;18;11;660
1164;49;2;18;12;650
1165;49;2;18;13;640
1166;49;2;18;14;620
1167;49;2;18;15;620
1168;49;2;18;16;650
1169;49;2;18;17;680
1170;49;2;18;18;690
1171;49;2;18;19;690
1172;49;2;18;20;700
1173;49;2;18;21;670
1174;49;2;18;22;620
1175;49;2;18;23;600
1176;49;2;18;24;590
1177;50;2;19;1;550
1178;50;2;19;2;550
1179;50;2;19;3;550
1180;50;2;19;4;550
1181;50;2;19;5;570
1182;50;2;19;6;600
1183;50;2;19;7;630
1184;50;2;19;8;670
1185;50;2;19;9;690
1186;50;2;19;10;670
1187;50;2;19;11;660
1188;50;2;19;12;650
1189;50;2;19;13;640
1190;50;2;19;14;620
1191;50;2;19;15;620
1192;50;2;19;16;650
1193;50;2;19;17;680
1194;50;2;19;18;690
1195;50;2;19;19;690
1196;50;2;19;20;700
1197;50;2;19;21;670
1198;50;2;19;22;620
1199;50;2;19;23;600
1200;50;2;19;24;590
1201;51;2;20;1;550
1202;51;2;20;2;550
1203;51;2;20;3;550
1204;51;2;20;4;550
1205;51;2;20;5;570
1206;51;2;20;6;600
1207;51;2;20;7;630
1208;51;2;20;8;670
1209;51;2;20;9;690
1210;51;2;20;10;670
1211;51;2;20;11;660
1212;51;2;20;12;650
1213;51;2;20;13;640
1214;51;2;20;14;620
1215;51;2;20;15;620
1216;51;2;20;16;650
1217;51;2;20;17;680
1218;51;2;20;18;690
1219;51;2;20;19;690
1220;51;2;20;20;700
1221;51;2;20;21;670
1222;51;2;20;22;620
1223;51;2;20;23;600
1224;51;2;20;24;590
1225;52;2;21;1;550
1226;52;2;21;2;550
1227;52;2;21;3;550
1228;52;2;21;4;550
1229;52;2;21;5;570
1230;52;2;21;6;600
1231;52;2;21;7;630
1232;52;2;21;8;670
1233;52;2;21;9;690
1234;52;2;21;10;670
1235;52;2;21;11;660
1236;52;2;21;12;650
1237;52;2;21;13;640
1238;52;2;21;14;620
1239;52;2;21;15;620
1240;52;2;21;16;650
1241;52;2;21;17;680
1242;52;2;21;18;690
1243;52;2;21;19;690
1244;52;2;21;20;700
1245;52;2;21;21;670
1246;52;2;21;22;620
1247;52;2;21;23;600
1248;52;2;21;24;590
1249;53;2;22;1;550
1250;53;2;22;2;550
1251;53;2;22;3;550
1252;53;2;22;4;550
1253;53;2;22;5;570
1254;53;2;22;6;600
1255;53;2;22;7;630
1256;53;2;22;8;670
1257;53;2;22;9;690
1258;53;2;22;10;670
1259;53;2;22;11;660
1260;53;2;22;12;650
1261;53;2;22;13;640
1262;53;2;22;14;620
1263;53;2;22;15;620
1264;53;2;22;16;650
1265;53;2;22;17;680
1266;53;2;22;18;690
1267;53;2;22;19;690
1268;53;2;22;20;700
1269;53;2;22;21;670
1270;53;2;22;22;620
1271;53;2;22;23;600
1272;53;2;22;24;590
1273;54;2;23;1;550
1274;54;2;23;2;550
1275;54;2;23;3;550
1276;54;2;23;4;550
1277;54;2;23;5;570
1278;54;2;23;6;600
1279;54;2;23;7;630
1280;54;2;23;8;670
1281;54;2;23;9;690
1282;54;2;23;10;670
1283;54;2;23;11;660
1284;54;2;23;12;650
1285;54;2;23;13;640
1286;54;2;23;14;620
1287;54;2;23;15;620
1288;54;2;23;16;650
1289;54;2;23;17;680
1290;54;2;23;18;690
1291;54;2;23;19;690
1292;54;2;23;20;700
1293;54;2;23;21;670
1294;54;2;23;22;620
1295;54;2;23;23;600
1296;54;2;23;24;590
1297;55;2;24;1;550
1298;55;2;24;2;550
1299;55;2;24;3;550
1300;55;2;24;4;550
1301;55;2;24;5;570
1302;55;2;24;6;600
1303;55;2;24;7;630
1304;55;2;24;8;670
1305;55;2;24;9;690
1306;55;2;24;10;670
1307;55;2;24;11;660
1308;55;2;24;12;650
1309;55;2;24;13;640
1310;55;2;24;14;620
1311;55;2;24;15;620
1312;55;2;24;16;650
1313;55;2;24;17;680
1314;55;2;24;18;690
1315;55;2;24;19;690
1316;55;2;24;20;700
1317;55;2;24;21;670
1318;55;2;24;22;620
1319;55;2;24;23;600
1320;55;2;24;24;590
1321;56;2;25;1;550
1322;56;2;25;2;550
1323;56;2;25;3;550
1324;56;2;25;4;550
1325;56;2;25;5;570
1326;56;2;25;6;600
1327;56;2;25;7;630
1328;56;2;25;8;670
1329;56;2;25;9;690
1330;56;2;25;10;670
1331;56;2;25;11;660
1332;56;2;25;12;650
1333;56;2;25;13;640
1334;56;2;25;14;620
1335;56;2;25;15;620
1336;56;2;25;16;650
1337;56;2;25;17;680
1338;56;2;25;18;690
1339;56;2;25;19;690
1340;56;2;25;20;700
1341;56;2;25;21;670
1342;56;2;25;22;620
1343;56;2;25;23;600
1344;56;2;25;24;590
1345;57;2;26;1;550
1346;57;2;26;2;550
1347;57;2;26;3;550
1348;57;2;26;4;550
1349;57;2;26;5;570
1350;57;2;26;6;600
1351;57;2;26;7;630
1352;57;2;26;8;670
1353;57;2;26;9;690
1354;57;2;26;10;670
1355;57;2;26;11;660
1356;57;2;26;12;650
1357;57;2;26;13;640
1358;57;2;26;14;620
1359;57;2;26;15;620
1360;57;2;26;16;650
1361;57;2;26;17;680
1362;57;2;26;18;690
1363;57;2;26;19;690
1364;57;2;26;20;700
1365;57;2;26;21;670
1366;57;2;26;22;620
1367;57;2;26;23;600
1368;57;2;26;24;590
1369;58;2;27;1;550
1370;58;2;27;2;550
1371;58;2;27;3;550
1372;58;2;27;4;550
1373;58;2;27;5;570
1374;58;2;27;6;600
1375;58;2;27;7;630
1376;58;2;27;8;670
1377;58;2;27;9;690
1378;58;2;27;10;670
1379;58;2;27;11;660
1380;58;2;27;12;650
1381;58;2;27;13;640
1382;58;2;27;14;620
1383;58;2;27;15;620
1384;58;2;27;16;650
1385;58;2;27;17;680
1386;58;2;27;18;690
1387;58;2;27;19;690
1388;58;2;27;20;700
1389;58;2;27;21;670
1390;58;2;27;22;620
1391;58;2;27;23;600
1392;58;2;27;24;590
1393;59;2;28;1;550
1394;59;2;28;2;550
1395;59;2;28;3;550
1396;59;2;28;4;550
1397;59;2;28;5;570
1398;59;2;28;6;600
1399;59;2;28;7;630
1400;59;2;28;8;670
1401;59;2;28;9;690
1402;59;2;28;10;670
1403;59;2;28;11;660
1404;59;2;28;12;650
1405;59;2;28;13;640
1406;59;2;28;14;620
1407;59;2;28;15;620
1408;59;2;28;16;650
1409;59;2;28;17;680
1410;59;2;28;18;690
1411;59;2;28;19;690
1412;59;2;28;20;700
1413;59;2;28;21;670
1414;59;2;28;22;620
1415;59;2;28;23;600
1416;59;2;28;24;590
1417;60;3;1;1;520
1418;60;3;1;2;510
1419;60;3;1;3;510
1420;60;3;1;4;520
1421;60;3;1;5;530
1422;60;3;1;6;560
1423;60;3;1;7;580
1424;60;3;1;8;640
1425;60;3;1;9;640
1426;60;3;1;10;640
1427;60;3;1;11;660
1428;60;3;1;12;680
1429;60;3;1;13;660
1430;60;3;1;14;630
1431;60;3;1;15;640
1432;60;3;1;16;610
1433;60;3;1;17;630
1434;60;3;1;18;660
1435;60;3;1;19;630
1436;60;3;1;20;700
1437;60;3;1;21;700
1438;60;3;1;22;690
1439;60;3;1;23;660
1440;60;3;1;24;600
1441;61;3;2;1;520
1442;61;3;2;2;510
1443;61;3;2;3;510
1444;61;3;2;4;520
1445;61;3;2;5;530
1446;61;3;2;6;560
1447;61;3;2;7;580
1448;61;3;2;8;640
1449;61;3;2;9;640
1450;61;3;2;10;640
1451;61;3;2;11;660
1452;61;3;2;12;680
1453;61;3;2;13;660
1454;61;3;2;14;630
1455;61;3;2;15;640
1456;61;3;2;16;610
1457;61;3;2;17;630
1458;61;3;2;18;660
1459;61;3;2;19;630
1460;61;3;2;20;700
1461;61;3;2;21;700
1462;61;3;2;22;690
1463;61;3;2;23;660
1464;61;3;2;24;600
1465;62;3;3;1;520
1466;62;3;3;2;510
1467;62;3;3;3;510
1468;62;3;3;4;520
1469;62;3;3;5;530
1470;62;3;3;6;560
1471;62;3;3;7;580
1472;62;3;3;8;640
1473;62;3;3;9;640
1474;62;3;3;10;640
1475;62;3;3;11;660
1476;62;3;3;12;680
1477;62;3;3;13;660
1478;62;3;3;14;630
1479;62;3;3;15;640
1480;62;3;3;16;610
1481;62;3;3;17;630
1482;62;3;3;18;660
1483;62;3;3;19;630
1484;62;3;3;20;700
1485;62;3;3;21;700
1486;62;3;3;22;690
1487;62;3;3;23;660
1488;62;3;3;24;600
1489;63;3;4;1;520
1490;63;3;4;2;510
1491;63;3;4;3;510
1492;63;3;4;4;520
1493;63;3;4;5;530
1494;63;3;4;6;560
1495;63;3;4;7;580
1496;63;3;4;8;640
1497;63;3;4;9;640
1498;63;3;4;10;640
1499;63;3;4;11;660
1500;63;3;4;12;680
1501;63;3;4;13;660
1502;63;3;4;14;630
1503;63;3;4;15;640
1504;63;3;4;16;610
1505;63;3;4;17;630
1506;63;3;4;18;660
1507;63;3;4;19;630
1508;63;3;4;20;700
1509;63;3;4;21;700
1510;63;3;4;22;690
1511;63;3;4;23;660
1512;63;3;4;24;600
1513;64;3;5;1;520
1514;64;3;5;2;510
1515;64;3;5;3;510
1516;64;3;5;4;520
1517;64;3;5;5;530
1518;64;3;5;6;560
1519;64;3;5;7;580
1520;64;3;5;8;640
1521;64;3;5;9;640
1522;64;3;5;10;640
1523;64;3;5;11;660
1524;64;3;5;12;680
1525;64;3;5;13;660
1526;64;3;5;14;630
1527;64;3;5;15;640
1528;64;3;5;16;610
1529;64;3;5;17;630
1530;64;3;5;18;660
1531;64;3;5;19;630
1532;64;3;5;20;700
1533;64;3;5;21;700
1534;64;3;5;22;690
1535;64;3;5;23;660
1536;64;3;5;24;600
1537;65;3;6;1;520
1538;65;3;6;2;510
1539;65;3;6;3;510
1540;65;3;6;4;520
1541;65;3;6;5;530
1542;65;3;6;6;560
1543;65;3;6;7;580
1544;65;3;6;8;640
1545;65;3;6;9;640
1546;65;3;6;10;640
1547;65;3;6;11;660
1548;65;3;6;12;680
1549;65;3;6;13;660
1550;65;3;6;14;630
1551;65;3;6;15;640
1552;65;3;6;16;610
1553;65;3;6;17;630
1554;65;3;6;18;660
1555;65;3;6;19;630
1556;65;3;6;20;700
1557;65;3;6;21;700
1558;65;3;6;22;690
1559;65;3;6;23;660
1560;65;3;6;24;600
1561;66;3;7;1;520
1562;66;3;7;2;510
1563;66;3;7;3;510
1564;66;3;7;4;520
1565;66;3;7;5;530
1566;66;3;7;6;560
1567;66;3;7;7;580
1568;66;3;7;8;640
1569;66;3;7;9;640
1570;66;3;7;10;640
1571;66;3;7;11;660
1572;66;3;7;12;680
1573;66;3;7;13;660
1574;66;3;7;14;630
1575;66;3;7;15;640
1576;66;3;7;16;610
1577;66;3;7;17;630
1578;66;3;7;18;660
1579;66;3;7;19;630
1580;66;3;7;20;700
1581;66;3;7;21;700
1582;66;3;7;22;690
1583;66;3;7;23;660
1584;66;3;7;24;600
1585;67;3;8;1;520
1586;67;3;8;2;510
1587;67;3;8;3;510
1588;67;3;8;4;520
1589;67;3;8;5;530
1590;67;3;8;6;560
1591;67;3;8;7;580
1592;67;3;8;8;640
1593;67;3;8;9;640
1594;67;3;8;10;640
1595;67;3;8;11;660
1596;67;3;8;12;680
1597;67;3;8;13;660
1598;67;3;8;14;630
1599;67;3;8;15;640
1600;67;3;8;16;610
1601;67;3;8;17;630
1602;67;3;8;18;660
1603;67;3;8;19;630
1604;67;3;8;20;700
1605;67;3;8;21;700
1606;67;3;8;22;690
1607;67;3;8;23;660
1608;67;3;8;24;600
1609;68;3;9;1;520
1610;68;3;9;2;510
1611;68;3;9;3;510
1612;68;3;9;4;520
1613;68;3;9;5;530
1614;68;3;9;6;560
1615;68;3;9;7;580
1616;68;3;9;8;640
1617;68;3;9;9;640
1618;68;3;9;10;640
1619;68;3;9;11;660
1620;68;3;9;12;680
1621;68;3;9;13;660
1622;68;3;9;14;630
1623;68;3;9;15;640
1624;68;3;9;16;610
1625;68;3;9;17;630
1626;68;3;9;18;660
1627;68;3;9;19;630
1628;68;3;9;20;700
1629;68;3;9;21;700
1630;68;3;9;22;690
1631;68;3;9;23;660
1632;68;3;9;24;600
1633;69;3;10;1;520
1634;69;3;10;2;510
1635;69;3;10;3;510
1636;69;3;10;4;520
1637;69;3;10;5;530
1638;69;3;10;6;560
1639;69;3;10;7;580
1640;69;3;10;8;640
1641;69;3;10;9;640
1642;69;3;10;10;640
1643;69;3;10;11;660
1644;69;3;10;12;680
1645;69;3;10;13;660
1646;69;3;10;14;630
1647;69;3;10;15;640
1648;69;3;10;16;610
1649;69;3;10;17;630
1650;69;3;10;18;660
1651;69;3;10;19;630
1652;69;3;10;20;700
1653;69;3;10;21;700
1654;69;3;10;22;690
1655;69;3;10;23;660
1656;69;3;10;24;600
1657;70;3;11;1;520
1658;70;3;11;2;510
1659;70;3;11;3;510
1660;70;3;11;4;520
1661;70;3;11;5;530
1662;70;3;11;6;560
1663;70;3;11;7;580
1664;70;3;11;8;640
1665;70;3;11;9;640
1666;70;3;11;10;640
1667;70;3;11;11;660
1668;70;3;11;12;680
1669;70;3;11;13;660
1670;70;3;11;14;630
1671;70;3;11;15;640
1672;70;3;11;16;610
1673;70;3;11;17;630
1674;70;3;11;18;660
1675;70;3;11;19;630
1676;70;3;11;20;700
1677;70;3;11;21;700
1678;70;3;11;22;690
1679;70;3;11;23;660
1680;70;3;11;24;600
1681;71;3;12;1;520
1682;71;3;12;2;510
1683;71;3;12;3;510
1684;71;3;12;4;520
1685;71;3;12;5;530
1686;71;3;12;6;560
1687;71;3;12;7;580
1688;71;3;12;8;640
1689;71;3;12;9;640
1690;71;3;12;10;640
1691;71;3;12;11;660
1692;71;3;12;12;680
1693;71;3;12;13;660
1694;71;3;12;14;630
1695;71;3;12;15;640
1696;71;3;12;16;610
1697;71;3;12;17;630
1698;71;3;12;18;660
1699;71;3;12;19;630
1700;71;3;12;20;700
1701;71;3;12;21;700
1702;71;3;12;22;690
1703;71;3;12;23;660
1704;71;3;12;24;600
1705;72;3;13;1;520
1706;72;3;13;2;510
1707;72;3;13;3;510
1708;72;3;13;4;520
1709;72;3;13;5;530
1710;72;3;13;6;560
1711;72;3;13;7;580
1712;72;3;13;8;640
1713;72;3;13;9;640
1714;72;3;13;10;640
1715;72;3;13;11;660
1716;72;3;13;12;680
1717;72;3;13;13;660
1718;72;3;13;14;630
1719;72;3;13;15;640
1720;72;3;13;16;610
1721;72;3;13;17;630
1722;72;3;13;18;660
1723;72;3;13;19;630
1724;72;3;13;20;700
1725;72;3;13;21;700
1726;72;3;13;22;690
1727;72;3;13;23;660
1728;72;3;13;24;600
1729;73;3;14;1;520
1730;73;3;14;2;510
1731;73;3;14;3;510
1732;73;3;14;4;520
1733;73;3;14;5;530
1734;73;3;14;6;560
1735;73;3;14;7;580
1736;73;3;14;8;640
1737;73;3;14;9;640
1738;73;3;14;10;640
1739;73;3;14;11;660
1740;73;3;14;12;680
1741;73;3;14;13;660
1742;73;3;14;14;630
1743;73;3;14;15;640
1744;73;3;14;16;610
1745;73;3;14;17;630
1746;73;3;14;18;660
1747;73;3;14;19;630
1748;73;3;14;20;700
1749;73;3;14;21;700
1750;73;3;14;22;690
1751;73;3;14;23;660
1752;73;3;14;24;600
1753;74;3;15;1;520
1754;74;3;15;2;510
1755;74;3;15;3;510
1756;74;3;15;4;520
1757;74;3;15;5;530
1758;74;3;15;6;560
1759;74;3;15;7;580
1760;74;3;15;8;640
1761;74;3;15;9;640
1762;74;3;15;10;640
1763;74;3;15;11;660
1764;74;3;15;12;680
1765;74;3;15;13;660
1766;74;3;15;14;630
1767;74;3;15;15;640
1768;74;3;15;16;610
1769;74;3;15;17;630
1770;74;3;15;18;660
1771;74;3;15;19;630
1772;74;3;15;20;700
1773;74;3;15;21;700
1774;74;3;15;22;690
1775;74;3;15;23;660
1776;74;3;15;24;600
1777;75;3;16;1;520
1778;75;3;16;2;510
1779;75;3;16;3;510
1780;75;3;16;4;520
1781;75;3;16;5;530
1782;75;3;16;6;560
1783;75;3;16;7;580
1784;75;3;16;8;640
1785;75;3;16;9;640
1786;75;3;16;10;640
1787;75;3;16;11;660
1788;75;3;16;12;680
1789;75;3;16;13;660
1790;75;3;16;14;630
1791;75;3;16;15;640
1792;75;3;16;16;610
1793;75;3;16;17;630
1794;75;3;16;18;660
1795;75;3;16;19;630
1796;75;3;16;20;700
1797;75;3;16;21;700
1798;75;3;16;22;690
1799;75;3;16;23;660
1800;75;3;16;24;600
1801;76;3;17;1;520
1802;76;3;17;2;510
1803;76;3;17;3;510
1804;76;3;17;4;520
1805;76;3;17;5;530
1806;76;3;17;6;560
1807;76;3;17;7;580
1808;76;3;17;8;640
1809;76;3;17;9;640
1810;76;3;17;10;640
1811;76;3;17;11;660
1812;76;3;17;12;680
1813;76;3;17;13;660
1814;76;3;17;14;630
1815;76;3;17;15;640
1816;76;3;17;16;610
1817;76;3;17;17;630
1818;76;3;17;18;660
1819;76;3;17;19;630
1820;76;3;17;20;700
1821;76;3;17;21;700
1822;76;3;17;22;690
1823;76;3;17;23;660
1824;76;3;17;24;600
1825;77;3;18;1;520
1826;77;3;18;2;510
1827;77;3;18;3;510
1828;77;3;18;4;520
1829;77;3;18;5;530
1830;77;3;18;6;560
1831;77;3;18;7;580
1832;77;3;18;8;640
1833;77;3;18;9;640
1834;77;3;18;10;640
1835;77;3;18;11;660
1836;77;3;18;12;680
1837;77;3;18;13;660
1838;77;3;18;14;630
1839;77;3;18;15;640
1840;77;3;18;16;610
1841;77;3;18;17;630
1842;77;3;18;18;660
1843;77;3;18;19;630
1844;77;3;18;20;700
1845;77;3;18;21;700
1846;77;3;18;22;690
1847;77;3;18;23;660
1848;77;3;18;24;600
1849;78;3;19;1;520
1850;78;3;19;2;510
1851;78;3;19;3;510
1852;78;3;19;4;520
1853;78;3;19;5;530
1854;78;3;19;6;560
1855;78;3;19;7;580
1856;78;3;19;8;640
1857;78;3;19;9;640
1858;78;3;19;10;640
1859;78;3;19;11;660
1860;78;3;19;12;680
1861;78;3;19;13;660
1862;78;3;19;14;630
1863;78;3;19;15;640
1864;78;3;19;16;610
1865;78;3;19;17;630
1866;78;3;19;18;660
1867;78;3;19;19;630
1868;78;3;19;20;700
1869;78;3;19;21;700
1870;78;3;19;22;690
1871;78;3;19;23;660
1872;78;3;19;24;600
1873;79;3;20;1;520
1874;79;3;20;2;510
1875;79;3;20;3;510
1876;79;3;20;4;520
1877;79;3;20;5;530
1878;79;3;20;6;560
1879;79;3;20;7;580
1880;79;3;20;8;640
1881;79;3;20;9;640
1882;79;3;20;10;640
1883;79;3;20;11;660
1884;79;3;20;12;680
1885;79;3;20;13;660
1886;79;3;20;14;630
1887;79;3;20;15;640
1888;79;3;20;16;610
1889;79;3;20;17;630
1890;79;3;20;18;660
1891;79;3;20;19;630
1892;79;3;20;20;700
1893;79;3;20;21;700
1894;79;3;20;22;690
1895;79;3;20;23;660
1896;79;3;20;24;600
1897;80;3;21;1;520
1898;80;3;21;2;510
1899;80;3;21;3;510
1900;80;3;21;4;520
1901;80;3;21;5;530
1902;80;3;21;6;560
1903;80;3;21;7;580
1904;80;3;21;8;640
1905;80;3;21;9;640
1906;80;3;21;10;640
1907;80;3;21;11;660
1908;80;3;21;12;680
1909;80;3;21;13;660
1910;80;3;21;14;630
1911;80;3;21;15;640
1912;80;3;21;16;610
1913;80;3;21;17;630
1914;80;3;21;18;660
1915;80;3;21;19;630
1916;80;3;21;20;700
1917;80;3;21;21;700
1918;80;3;21;22;690
1919;80;3;21;23;660
1920;80;3;21;24;600
1921;81;3;22;1;520
1922;81;3;22;2;510
1923;81;3;22;3;510
1924;81;3;22;4;520
1925;81;3;22;5;530
1926;81;3;22;6;560
1927;81;3;22;7;580
1928;81;3;22;8;640
1929;81;3;22;9;640
1930;81;3;22;10;640
1931;81;3;22;11;660
1932;81;3;22;12;680
1933;81;3;22;13;660
1934;81;3;22;14;630
1935;81;3;22;15;640
1936;81;3;22;16;610
1937;81;3;22;17;630
1938;81;3;22;18;660
1939;81;3;22;19;630
1940;81;3;22;20;700
1941;81;3;22;21;700
1942;81;3;22;22;690
1943;81;3;22;23;660
1944;81;3;22;24;600
1945;82;3;23;1;520
1946;82;3;23;2;510
1947;82;3;23;3;510
1948;82;3;23;4;520
1949;82;3;23;5;530
1950;82;3;23;6;560
1951;82;3;23;7;580
1952;82;3;23;8;640
1953;82;3;23;9;640
1954;82;3;23;10;640
1955;82;3;23;11;660
1956;82;3;23;12;680
1957;82;3;23;13;660
1958;82;3;23;14;630
1959;82;3;23;15;640
1960;82;3;23;16;610
1961;82;3;23;17;630
1962;82;3;23;18;660
1963;82;3;23;19;630
1964;82;3;23;20;700
1965;82;3;23;21;700
1966;82;3;23;22;690
1967;82;3;23;23;660
1968;82;3;23;24;600
1969;83;3;24;1;520
1970;83;3;24;2;510
1971;83;3;24;3;510
1972;83;3;24;4;520
1973;83;3;24;5;530
1974;83;3;24;6;560
1975;83;3;24;7;580
1976;83;3;24;8;640
1977;83;3;24;9;640
1978;83;3;24;10;640
1979;83;3;24;11;660
1980;83;3;24;12;680
1981;83;3;24;13;660
1982;83;3;24;14;630
1983;83;3;24;15;640
1984;83;3;24;16;610
1985;83;3;24;17;630
1986;83;3;24;18;660
1987;83;3;24;19;630
1988;83;3;24;20;700
1989;83;3;24;21;700
1990;83;3;24;22;690
1991;83;3;24;23;660
1992;83;3;24;24;600
1993;84;3;25;1;520
1994;84;3;25;2;510
1995;84;3;25;3;510
1996;84;3;25;4;520
1997;84;3;25;5;530
1998;84;3;25;6;560
1999;84;3;25;7;580
2000;84;3;25;8;640
2001;84;3;25;9;640
2002;84;3;25;10;640
2003;84;3;25;11;660
2004;84;3;25;12;680
2005;84;3;25;13;660
2006;84;3;25;14;630
2007;84;3;25;15;640
2008;84;3;25;16;610
2009;84;3;25;17;630
2010;84;3;25;18;660
2011;84;3;25;19;630
2012;84;3;25;20;700
2013;84;3;25;21;700
2014;84;3;25;22;690
2015;84;3;25;23;660
2016;84;3;25;24;600
2017;85;3;26;1;520
2018;85;3;26;2;510
2019;85;3;26;3;510
2020;85;3;26;4;520
2021;85;3;26;5;530
2022;85;3;26;6;560
2023;85;3;26;7;580
2024;85;3;26;8;640
2025;85;3;26;9;640
2026;85;3;26;10;640
2027;85;3;26;11;660
2028;85;3;26;12;680
2029;85;3;26;13;660
2030;85;3;26;14;630
2031;85;3;26;15;640
2032;85;3;26;16;610
2033;85;3;26;17;630
2034;85;3;26;18;660
2035;85;3;26;19;630
2036;85;3;26;20;700
2037;85;3;26;21;700
2038;85;3;26;22;690
2039;85;3;26;23;660
2040;85;3;26;24;600
2041;86;3;27;1;520
2042;86;3;27;2;510
2043;86;3;27;3;510
2044;86;3;27;4;520
2045;86;3;27;5;530
2046;86;3;27;6;560
2047;86;3;27;7;580
2048;86;3;27;8;640
2049;86;3;27;9;640
2050;86;3;27;10;640
2051;86;3;27;11;660
2052;86;3;27;12;680
2053;86;3;27;13;660
2054;86;3;27;14;630
2055;86;3;27;15;640
2056;86;3;27;16;610
2057;86;3;27;17;630
2058;86;3;27;18;660
2059;86;3;27;19;630
2060;86;3;27;20;700
2061;86;3;27;21;700
2062;86;3;27;22;690
2063;86;3;27;23;660
2064;86;3;27;24;600
2065;87;3;28;1;520
2066;87;3;28;2;510
2067;87;3;28;3;510
2068;87;3;28;4;520
2069;87;3;28;5;530
2070;87;3;28;6;560
2071;87;3;28;7;580
2072;87;3;28;8;640
2073;87;3;28;9;640
2074;87;3;28;10;640
2075;87;3;28;11;660
2076;87;3;28;12;680
2077;87;3;28;13;660
2078;87;3;28;14;630
2079;87;3;28;15;640
2080;87;3;28;16;610
2081;87;3;28;17;630
2082;87;3;28;18;660
2083;87;3;28;19;630
2084;87;3;28;20;700
2085;87;3;28;21;700
2086;87;3;28;22;690
2087;87;3;28;23;660
2088;87;3;28;24;600
2089;88;3;29;1;520
2090;88;3;29;2;510
2091;88;3;29;3;510
2092;88;3;29;4;520
2093;88;3;29;5;530
2094;88;3;29;6;560
2095;88;3;29;7;580
2096;88;3;29;8;640
2097;88;3;29;9;640
2098;88;3;29;10;640
2099;88;3;29;11;660
2100;88;3;29;12;680
2101;88;3;29;13;660
2102;88;3;29;14;630
2103;88;3;29;15;640
2104;88;3;29;16;610
2105;88;3;29;17;630
2106;88;3;29;18;660
2107;88;3;29;19;630
2108;88;3;29;20;700
2109;88;3;29;21;700
2110;88;3;29;22;690
2111;88;3;29;23;660
2112;88;3;29;24;600
2113;89;3;30;1;520
2114;89;3;30;2;510
2115;89;3;30;3;510
2116;89;3;30;4;520
2117;89;3;30;5;530
2118;89;3;30;6;560
2119;89;3;30;7;580
2120;89;3;30;8;640
2121;89;3;30;9;640
2122;89;3;30;10;640
2123;89;3;30;11;660
2124;89;3;30;12;680
2125;89;3;30;13;660
2126;89;3;30;14;630
2127;89;3;30;15;640
2128;89;3;30;16;610
2129;89;3;30;17;630
2130;89;3;30;18;660
2131;89;3;30;19;630
2132;89;3;30;20;700
2133;89;3;30;21;700
2134;89;3;30;22;690
2135;89;3;30;23;660
2136;89;3;30;24;600
2137;90;3;31;1;520
2138;90;3;31;2;510
2139;90;3;31;3;510
2140;90;3;31;4;520
2141;90;3;31;5;530
2142;90;3;31;6;560
2143;90;3;31;7;580
2144;90;3;31;8;640
2145;90;3;31;9;640
2146;90;3;31;10;640
2147;90;3;31;11;660
2148;90;3;31;12;680
2149;90;3;31;13;660
2150;90;3;31;14;630
2151;90;3;31;15;640
2152;90;3;31;16;610
2153;90;3;31;17;630
2154;90;3;31;18;660
2155;90;3;31;19;630
2156;90;3;31;20;700
2157;90;3;31;21;700
2158;90;3;31;22;690
2159;90;3;31;23;660
2160;90;3;31;24;600
2161;91;4;1;1;520
2162;91;4;1;2;510
2163;91;4;1;3;510
2164;91;4;1;4;500
2165;91;4;1;5;500
2166;91;4;1;6;530
2167;91;4;1;7;580
2168;91;4;1;8;610
2169;91;4;1;9;620
2170;91;4;1;10;650
2171;91;4;1;11;620
2172;91;4;1;12;600
2173;91;4;1;13;600
2174;91;4;1;14;600
2175;91;4;1;15;580
2176;91;4;1;16;600
2177;91;4;1;17;620
2178;91;4;1;18;600
2179;91;4;1;19;620
2180;91;4;1;20;620
2181;91;4;1;21;630
2182;91;4;1;22;650
2183;91;4;1;23;620
2184;91;4;1;24;590
2185;92;4;2;1;520
2186;92;4;2;2;510
2187;92;4;2;3;510
2188;92;4;2;4;500
2189;92;4;2;5;500
2190;92;4;2;6;530
2191;92;4;2;7;580
2192;92;4;2;8;610
2193;92;4;2;9;620
2194;92;4;2;10;650
2195;92;4;2;11;620
2196;92;4;2;12;600
2197;92;4;2;13;600
2198;92;4;2;14;600
2199;92;4;2;15;580
2200;92;4;2;16;600
2201;92;4;2;17;620
2202;92;4;2;18;600
2203;92;4;2;19;620
2204;92;4;2;20;620
2205;92;4;2;21;630
2206;92;4;2;22;650
2207;92;4;2;23;620
2208;92;4;2;24;590
2209;93;4;3;1;520
2210;93;4;3;2;510
2211;93;4;3;3;510
2212;93;4;3;4;500
2213;93;4;3;5;500
2214;93;4;3;6;530
2215;93;4;3;7;580
2216;93;4;3;8;610
2217;93;4;3;9;620
2218;93;4;3;10;650
2219;93;4;3;11;620
