HOY,DOY,Month,Day,Hour,Tambient
1,1,1,1,1,-31.771
2,1,1,1,2,-32.047
3,1,1,1,3,-32.132
4,1,1,1,4,-32.010
5,1,1,1,5,-31.875
6,1,1,1,6,-31.697
7,1,1,1,7,-31.575
8,1,1,1,8,-31.711
9,1,1,1,9,-31.885
10,1,1,1,10,-31.912
11,1,1,1,11,-31.805
12,1,1,1,12,-31.919
13,1,1,1,13,-31.625
14,1,1,1,14,-30.744
15,1,1,1,15,-28.325
16,1,1,1,16,-26.739
17,1,1,1,17,-26.862
18,1,1,1,18,-26.434
19,1,1,1,19,-26.057
20,1,1,1,20,-25.920
21,1,1,1,21,-25.657
22,1,1,1,22,-25.311
23,1,1,1,23,-25.291
24,1,1,1,24,-25.667
25,2,1,2,1,-26.211
26,2,1,2,2,-26.993
27,2,1,2,3,-27.789
28,2,1,2,4,-28.267
29,2,1,2,5,-28.429
30,2,1,2,6,-28.462
31,2,1,2,7,-28.588
32,2,1,2,8,-28.719
33,2,1,2,9,-28.761
34,2,1,2,10,-28.624
35,2,1,2,11,-28.356
36,2,1,2,12,-28.084
37,2,1,2,13,-27.304
38,2,1,2,14,-26.666
39,2,1,2,15,-25.936
40,2,1,2,16,-25.385
41,2,1,2,17,-25.030
42,2,1,2,18,-24.894
43,2,1,2,19,-24.849
44,2,1,2,20,-24.916
45,2,1,2,21,-24.968
46,2,1,2,22,-25.023
47,2,1,2,23,-25.075
48,2,1,2,24,-25.138
49,3,1,3,1,-25.256
50,3,1,3,2,-25.391
51,3,1,3,3,-25.726
52,3,1,3,4,-26.397
53,3,1,3,5,-27.235
54,3,1,3,6,-28.339
55,3,1,3,7,-29.896
56,3,1,3,8,-31.600
57,3,1,3,9,-33.182
58,3,1,3,10,-34.507
59,3,1,3,11,-35.200
60,3,1,3,12,-35.488
61,3,1,3,13,-35.919
62,3,1,3,14,-35.623
63,3,1,3,15,-34.433
64,3,1,3,16,-33.752
65,3,1,3,17,-33.251
66,3,1,3,18,-32.927
67,3,1,3,19,-32.742
68,3,1,3,20,-32.683
69,3,1,3,21,-32.230
70,3,1,3,22,-31.243
71,3,1,3,23,-30.292
72,3,1,3,24,-29.632
73,4,1,4,1,-29.052
74,4,1,4,2,-28.575
75,4,1,4,3,-28.627
76,4,1,4,4,-29.543
77,4,1,4,5,-30.702
78,4,1,4,6,-31.397
79,4,1,4,7,-31.440
80,4,1,4,8,-30.943
81,4,1,4,9,-30.325
82,4,1,4,10,-29.933
83,4,1,4,11,-29.784
84,4,1,4,12,-29.712
85,4,1,4,13,-29.714
86,4,1,4,14,-29.845
87,4,1,4,15,-30.053
88,4,1,4,16,-30.490
89,4,1,4,17,-31.276
90,4,1,4,18,-32.117
91,4,1,4,19,-32.735
92,4,1,4,20,-33.020
93,4,1,4,21,-33.256
94,4,1,4,22,-33.642
95,4,1,4,23,-34.402
96,4,1,4,24,-35.497
97,5,1,5,1,-36.280
98,5,1,5,2,-36.644
99,5,1,5,3,-37.004
100,5,1,5,4,-37.054
101,5,1,5,5,-36.906
102,5,1,5,6,-36.834
103,5,1,5,7,-37.097
104,5,1,5,8,-37.521
105,5,1,5,9,-37.918
106,5,1,5,10,-38.543
107,5,1,5,11,-39.605
108,5,1,5,12,-40.619
109,5,1,5,13,-41.403
110,5,1,5,14,-41.187
111,5,1,5,15,-40.892
112,5,1,5,16,-40.727
113,5,1,5,17,-41.169
114,5,1,5,18,-42.178
115,5,1,5,19,-43.090
116,5,1,5,20,-43.754
117,5,1,5,21,-44.206
118,5,1,5,22,-44.774
119,5,1,5,23,-45.226
120,5,1,5,24,-45.253
121,6,1,6,1,-44.934
122,6,1,6,2,-44.552
123,6,1,6,3,-44.252
124,6,1,6,4,-44.024
125,6,1,6,5,-44.199
126,6,1,6,6,-44.725
127,6,1,6,7,-45.045
128,6,1,6,8,-45.146
129,6,1,6,9,-45.143
130,6,1,6,10,-45.084
131,6,1,6,11,-44.532
132,6,1,6,12,-43.382
133,6,1,6,13,-42.273
134,6,1,6,14,-41.416
135,6,1,6,15,-40.942
136,6,1,6,16,-40.686
137,6,1,6,17,-40.594
138,6,1,6,18,-40.795
139,6,1,6,19,-40.973
140,6,1,6,20,-40.905
141,6,1,6,21,-40.571
142,6,1,6,22,-40.314
143,6,1,6,23,-40.316
144,6,1,6,24,-40.382
145,7,1,7,1,-40.328
146,7,1,7,2,-40.288
147,7,1,7,3,-40.440
148,7,1,7,4,-40.368
149,7,1,7,5,-40.331
150,7,1,7,6,-40.468
151,7,1,7,7,-40.499
152,7,1,7,8,-40.471
153,7,1,7,9,-40.374
154,7,1,7,10,-40.170
155,7,1,7,11,-40.069
156,7,1,7,12,-40.132
157,7,1,7,13,-40.406
158,7,1,7,14,-40.589
159,7,1,7,15,-40.713
160,7,1,7,16,-40.756
161,7,1,7,17,-40.782
162,7,1,7,18,-40.856
163,7,1,7,19,-40.994
164,7,1,7,20,-41.197
165,7,1,7,21,-41.441
166,7,1,7,22,-41.935
167,7,1,7,23,-42.578
168,7,1,7,24,-43.072
169,8,1,8,1,-43.400
170,8,1,8,2,-43.639
171,8,1,8,3,-44.189
172,8,1,8,4,-44.244
173,8,1,8,5,-44.332
174,8,1,8,6,-44.631
175,8,1,8,7,-44.957
176,8,1,8,8,-45.202
177,8,1,8,9,-45.523
178,8,1,8,10,-45.722
179,8,1,8,11,-45.613
180,8,1,8,12,-45.747
181,8,1,8,13,-45.933
182,8,1,8,14,-46.025
183,8,1,8,15,-46.159
184,8,1,8,16,-46.504
185,8,1,8,17,-46.332
186,8,1,8,18,-46.075
187,8,1,8,19,-45.544
188,8,1,8,20,-44.879
189,8,1,8,21,-44.547
190,8,1,8,22,-44.649
191,8,1,8,23,-45.018
192,8,1,8,24,-45.212
193,9,1,9,1,-45.035
194,9,1,9,2,-44.885
195,9,1,9,3,-44.868
196,9,1,9,4,-44.845
197,9,1,9,5,-44.792
198,9,1,9,6,-44.802
199,9,1,9,7,-44.792
200,9,1,9,8,-44.643
201,9,1,9,9,-44.114
202,9,1,9,10,-43.714
203,9,1,9,11,-43.096
204,9,1,9,12,-42.406
205,9,1,9,13,-41.858
206,9,1,9,14,-41.478
207,9,1,9,15,-41.255
208,9,1,9,16,-40.921
209,9,1,9,17,-40.380
210,9,1,9,18,-39.819
211,9,1,9,19,-39.146
212,9,1,9,20,-38.368
213,9,1,9,21,-37.683
214,9,1,9,22,-37.409
215,9,1,9,23,-37.432
216,9,1,9,24,-37.623
217,10,1,10,1,-37.864
218,10,1,10,2,-38.195
219,10,1,10,3,-38.595
220,10,1,10,4,-38.742
221,10,1,10,5,-38.557
222,10,1,10,6,-38.301
223,10,1,10,7,-38.057
224,10,1,10,8,-37.910
225,10,1,10,9,-37.698
226,10,1,10,10,-37.490
227,10,1,10,11,-37.388
228,10,1,10,12,-37.429
229,10,1,10,13,-37.625
230,10,1,10,14,-37.821
231,10,1,10,15,-37.848
232,10,1,10,16,-37.708
233,10,1,10,17,-37.428
234,10,1,10,18,-36.955
235,10,1,10,19,-36.386
236,10,1,10,20,-35.882
237,10,1,10,21,-35.462
238,10,1,10,22,-35.074
239,10,1,10,23,-34.704
240,10,1,10,24,-34.271
241,11,1,11,1,-33.840
242,11,1,11,2,-33.504
243,11,1,11,3,-33.356
244,11,1,11,4,-33.561
245,11,1,11,5,-34.302
246,11,1,11,6,-34.910
247,11,1,11,7,-35.068
248,11,1,11,8,-35.133
249,11,1,11,9,-35.130
250,11,1,11,10,-35.474
251,11,1,11,11,-35.959
252,11,1,11,12,-36.375
253,11,1,11,13,-36.732
254,11,1,11,14,-37.126
255,11,1,11,15,-37.597
256,11,1,11,16,-37.833
257,11,1,11,17,-38.125
258,11,1,11,18,-38.729
259,11,1,11,19,-39.633
260,11,1,11,20,-40.082
261,11,1,11,21,-40.248
262,11,1,11,22,-40.756
263,11,1,11,23,-40.774
264,11,1,11,24,-40.099
265,12,1,12,1,-39.664
266,12,1,12,2,-39.553
267,12,1,12,3,-39.659
268,12,1,12,4,-39.629
269,12,1,12,5,-40.058
270,12,1,12,6,-41.215
271,12,1,12,7,-42.088
272,12,1,12,8,-42.425
273,12,1,12,9,-42.475
274,12,1,12,10,-42.762
275,12,1,12,11,-43.325
276,12,1,12,12,-44.087
277,12,1,12,13,-44.855
278,12,1,12,14,-45.434
279,12,1,12,15,-45.919
280,12,1,12,16,-45.905
281,12,1,12,17,-45.223
282,12,1,12,18,-45.267
283,12,1,12,19,-45.276
284,12,1,12,20,-44.998
285,12,1,12,21,-44.593
286,12,1,12,22,-44.253
287,12,1,12,23,-43.710
288,12,1,12,24,-43.015
289,13,1,13,1,-42.256
290,13,1,13,2,-41.637
291,13,1,13,3,-40.969
292,13,1,13,4,-40.462
293,13,1,13,5,-40.432
294,13,1,13,6,-40.722
295,13,1,13,7,-41.184
296,13,1,13,8,-41.431
297,13,1,13,9,-41.549
298,13,1,13,10,-41.877
299,13,1,13,11,-42.253
300,13,1,13,12,-42.431
301,13,1,13,13,-42.575
302,13,1,13,14,-42.825
303,13,1,13,15,-43.111
304,13,1,13,16,-43.351
305,13,1,13,17,-43.461
306,13,1,13,18,-43.689
307,13,1,13,19,-43.773
308,13,1,13,20,-43.821
309,13,1,13,21,-43.902
310,13,1,13,22,-43.938
311,13,1,13,23,-44.086
312,13,1,13,24,-44.335
313,14,1,14,1,-44.604
314,14,1,14,2,-44.829
315,14,1,14,3,-44.990
316,14,1,14,4,-45.142
317,14,1,14,5,-45.328
318,14,1,14,6,-45.467
319,14,1,14,7,-45.554
320,14,1,14,8,-45.643
321,14,1,14,9,-45.743
322,14,1,14,10,-45.988
323,14,1,14,11,-46.252
324,14,1,14,12,-46.355
325,14,1,14,13,-46.494
326,14,1,14,14,-46.775
327,14,1,14,15,-47.183
328,14,1,14,16,-47.552
329,14,1,14,17,-47.976
330,14,1,14,18,-48.460
331,14,1,14,19,-48.842
332,14,1,14,20,-48.680
333,14,1,14,21,-48.275
334,14,1,14,22,-48.076
335,14,1,14,23,-47.945
336,14,1,14,24,-47.876
337,15,1,15,1,-47.854
338,15,1,15,2,-47.917
339,15,1,15,3,-48.029
340,15,1,15,4,-48.385
341,15,1,15,5,-48.793
342,15,1,15,6,-49.323
343,15,1,15,7,-49.810
344,15,1,15,8,-50.237
345,15,1,15,9,-50.554
346,15,1,15,10,-50.696
347,15,1,15,11,-50.830
348,15,1,15,12,-51.018
349,15,1,15,13,-51.197
350,15,1,15,14,-51.368
351,15,1,15,15,-51.523
352,15,1,15,16,-51.555
353,15,1,15,17,-51.492
354,15,1,15,18,-51.421
355,15,1,15,19,-51.280
356,15,1,15,20,-51.158
357,15,1,15,21,-51.026
358,15,1,15,22,-51.111
359,15,1,15,23,-51.465
360,15,1,15,24,-51.663
361,16,1,16,1,-51.446
362,16,1,16,2,-50.924
363,16,1,16,3,-50.329
364,16,1,16,4,-49.710
365,16,1,16,5,-50.250
366,16,1,16,6,-51.523
367,16,1,16,7,-52.253
368,16,1,16,8,-52.596
369,16,1,16,9,-52.740
370,16,1,16,10,-52.849
371,16,1,16,11,-52.935
372,16,1,16,12,-52.939
373,16,1,16,13,-52.857
374,16,1,16,14,-52.697
375,16,1,16,15,-52.438
376,16,1,16,16,-52.164
377,16,1,16,17,-51.851
378,16,1,16,18,-51.196
379,16,1,16,19,-50.698
380,16,1,16,20,-50.218
381,16,1,16,21,-49.592
382,16,1,16,22,-49.267
383,16,1,16,23,-49.160
384,16,1,16,24,-49.283
385,17,1,17,1,-49.474
386,17,1,17,2,-49.714
387,17,1,17,3,-49.887
388,17,1,17,4,-49.577
389,17,1,17,5,-49.241
390,17,1,17,6,-49.432
391,17,1,17,7,-49.254
392,17,1,17,8,-48.943
393,17,1,17,9,-48.590
394,17,1,17,10,-48.204
395,17,1,17,11,-47.682
396,17,1,17,12,-46.855
397,17,1,17,13,-45.495
398,17,1,17,14,-44.676
399,17,1,17,15,-43.940
400,17,1,17,16,-43.535
401,17,1,17,17,-43.482
402,17,1,17,18,-43.513
403,17,1,17,19,-43.518
404,17,1,17,20,-43.391
405,17,1,17,21,-43.367
406,17,1,17,22,-43.477
407,17,1,17,23,-43.703
408,17,1,17,24,-43.969
409,18,1,18,1,-44.253
410,18,1,18,2,-44.447
411,18,1,18,3,-44.493
412,18,1,18,4,-44.561
413,18,1,18,5,-44.631
414,18,1,18,6,-44.664
415,18,1,18,7,-44.644
416,18,1,18,8,-44.511
417,18,1,18,9,-44.306
418,18,1,18,10,-44.300
419,18,1,18,11,-44.517
420,18,1,18,12,-44.826
421,18,1,18,13,-45.300
422,18,1,18,14,-45.890
423,18,1,18,15,-46.555
424,18,1,18,16,-46.888
425,18,1,18,17,-46.844
426,18,1,18,18,-46.722
427,18,1,18,19,-46.646
428,18,1,18,20,-46.595
429,18,1,18,21,-46.568
430,18,1,18,22,-47.027
431,18,1,18,23,-47.584
432,18,1,18,24,-47.462
433,19,1,19,1,-47.247
434,19,1,19,2,-46.953
435,19,1,19,3,-46.815
436,19,1,19,4,-46.680
437,19,1,19,5,-46.820
438,19,1,19,6,-47.740
439,19,1,19,7,-48.502
440,19,1,19,8,-48.925
441,19,1,19,9,-48.914
442,19,1,19,10,-48.658
443,19,1,19,11,-48.519
444,19,1,19,12,-48.592
445,19,1,19,13,-48.438
446,19,1,19,14,-47.702
447,19,1,19,15,-47.030
448,19,1,19,16,-46.795
449,19,1,19,17,-46.691
450,19,1,19,18,-46.989
451,19,1,19,19,-47.319
452,19,1,19,20,-47.526
453,19,1,19,21,-47.551
454,19,1,19,22,-47.680
455,19,1,19,23,-47.441
456,19,1,19,24,-46.648
457,20,1,20,1,-46.359
458,20,1,20,2,-46.352
459,20,1,20,3,-46.355
460,20,1,20,4,-46.091
461,20,1,20,5,-45.843
462,20,1,20,6,-45.967
463,20,1,20,7,-46.228
464,20,1,20,8,-46.316
465,20,1,20,9,-46.269
466,20,1,20,10,-46.276
467,20,1,20,11,-46.291
468,20,1,20,12,-46.281
469,20,1,20,13,-46.344
470,20,1,20,14,-46.504
471,20,1,20,15,-46.725
472,20,1,20,16,-46.887
473,20,1,20,17,-47.132
474,20,1,20,18,-47.228
475,20,1,20,19,-47.114
476,20,1,20,20,-46.851
477,20,1,20,21,-46.324
478,20,1,20,22,-46.269
479,20,1,20,23,-46.369
480,20,1,20,24,-45.853
481,21,1,21,1,-45.311
482,21,1,21,2,-45.168
483,21,1,21,3,-44.956
484,21,1,21,4,-44.586
485,21,1,21,5,-44.379
486,21,1,21,6,-44.678
487,21,1,21,7,-44.971
488,21,1,21,8,-45.102
489,21,1,21,9,-45.159
490,21,1,21,10,-45.175
491,21,1,21,11,-45.130
492,21,1,21,12,-44.986
493,21,1,21,13,-44.864
494,21,1,21,14,-44.688
495,21,1,21,15,-44.436
496,21,1,21,16,-44.187
497,21,1,21,17,-43.932
498,21,1,21,18,-43.772
499,21,1,21,19,-43.632
500,21,1,21,20,-43.392
501,21,1,21,21,-43.050
502,21,1,21,22,-42.829
503,21,1,21,23,-42.525
504,21,1,21,24,-42.185
505,22,1,22,1,-41.881
506,22,1,22,2,-41.543
507,22,1,22,3,-41.004
508,22,1,22,4,-40.389
509,22,1,22,5,-40.137
510,22,1,22,6,-40.462
511,22,1,22,7,-40.894
512,22,1,22,8,-41.180
513,22,1,22,9,-41.340
514,22,1,22,10,-41.544
515,22,1,22,11,-41.533
516,22,1,22,12,-41.017
517,22,1,22,13,-40.486
518,22,1,22,14,-40.292
519,22,1,22,15,-40.139
520,22,1,22,16,-39.890
521,22,1,22,17,-39.826
522,22,1,22,18,-39.810
523,22,1,22,19,-39.875
524,22,1,22,20,-39.856
525,22,1,22,21,-39.720
526,22,1,22,22,-39.643
527,22,1,22,23,-39.192
528,22,1,22,24,-39.133
529,23,1,23,1,-39.196
530,23,1,23,2,-39.398
531,23,1,23,3,-39.594
532,23,1,23,4,-39.322
533,23,1,23,5,-39.154
534,23,1,23,6,-39.229
535,23,1,23,7,-39.251
536,23,1,23,8,-39.125
537,23,1,23,9,-38.823
538,23,1,23,10,-38.295
539,23,1,23,11,-37.675
540,23,1,23,12,-37.081
541,23,1,23,13,-36.232
542,23,1,23,14,-35.573
543,23,1,23,15,-35.066
544,23,1,23,16,-34.781
545,23,1,23,17,-34.682
546,23,1,23,18,-34.798
547,23,1,23,19,-35.067
548,23,1,23,20,-35.089
549,23,1,23,21,-35.140
550,23,1,23,22,-35.555
551,23,1,23,23,-35.613
552,23,1,23,24,-35.530
553,24,1,24,1,-35.422
554,24,1,24,2,-35.361
555,24,1,24,3,-35.451
556,24,1,24,4,-35.516
557,24,1,24,5,-36.048
558,24,1,24,6,-37.167
559,24,1,24,7,-38.066
560,24,1,24,8,-38.577
561,24,1,24,9,-38.834
562,24,1,24,10,-39.069
563,24,1,24,11,-39.215
564,24,1,24,12,-38.834
565,24,1,24,13,-37.747
566,24,1,24,14,-36.025
567,24,1,24,15,-34.755
568,24,1,24,16,-34.026
569,24,1,24,17,-33.826
570,24,1,24,18,-33.876
571,24,1,24,19,-33.926
572,24,1,24,20,-33.881
573,24,1,24,21,-33.746
574,24,1,24,22,-33.652
575,24,1,24,23,-33.564
576,24,1,24,24,-33.583
577,25,1,25,1,-33.701
578,25,1,25,2,-33.922
579,25,1,25,3,-34.128
580,25,1,25,4,-34.201
581,25,1,25,5,-34.392
582,25,1,25,6,-34.840
583,25,1,25,7,-35.293
584,25,1,25,8,-35.714
585,25,1,25,9,-36.041
586,25,1,25,10,-36.362
587,25,1,25,11,-36.501
588,25,1,25,12,-36.431
589,25,1,25,13,-36.470
590,25,1,25,14,-36.761
591,25,1,25,15,-37.178
592,25,1,25,16,-37.519
593,25,1,25,17,-38.103
594,25,1,25,18,-38.362
595,25,1,25,19,-38.554
596,25,1,25,20,-38.492
597,25,1,25,21,-38.570
598,25,1,25,22,-38.705
599,25,1,25,23,-38.804
600,25,1,25,24,-38.794
601,26,1,26,1,-38.562
602,26,1,26,2,-38.126
603,26,1,26,3,-37.506
604,26,1,26,4,-37.069
605,26,1,26,5,-36.818
606,26,1,26,6,-37.041
607,26,1,26,7,-37.442
608,26,1,26,8,-37.847
609,26,1,26,9,-38.193
610,26,1,26,10,-38.687
611,26,1,26,11,-39.198
612,26,1,26,12,-39.521
613,26,1,26,13,-39.675
614,26,1,26,14,-39.733
615,26,1,26,15,-39.767
616,26,1,26,16,-39.927
617,26,1,26,17,-40.342
618,26,1,26,18,-41.031
619,26,1,26,19,-41.861
620,26,1,26,20,-42.699
621,26,1,26,21,-43.174
622,26,1,26,22,-43.610
623,26,1,26,23,-44.024
624,26,1,26,24,-44.106
625,27,1,27,1,-43.815
626,27,1,27,2,-43.605
627,27,1,27,3,-42.785
628,27,1,27,4,-41.751
629,27,1,27,5,-41.465
630,27,1,27,6,-42.052
631,27,1,27,7,-42.650
632,27,1,27,8,-43.016
633,27,1,27,9,-43.282
634,27,1,27,10,-43.566
635,27,1,27,11,-43.337
636,27,1,27,12,-42.683
637,27,1,27,13,-42.178
638,27,1,27,14,-41.956
639,27,1,27,15,-41.908
640,27,1,27,16,-41.791
641,27,1,27,17,-41.650
642,27,1,27,18,-41.836
643,27,1,27,19,-42.104
644,27,1,27,20,-42.162
645,27,1,27,21,-42.364
646,27,1,27,22,-42.884
647,27,1,27,23,-43.521
648,27,1,27,24,-43.871
649,28,1,28,1,-44.026
650,28,1,28,2,-43.948
651,28,1,28,3,-43.840
652,28,1,28,4,-43.597
653,28,1,28,5,-43.542
654,28,1,28,6,-44.036
655,28,1,28,7,-44.558
656,28,1,28,8,-44.754
657,28,1,28,9,-44.716
658,28,1,28,10,-44.724
659,28,1,28,11,-44.956
660,28,1,28,12,-45.170
661,28,1,28,13,-45.336
662,28,1,28,14,-45.601
663,28,1,28,15,-46.055
664,28,1,28,16,-46.486
665,28,1,28,17,-46.648
666,28,1,28,18,-46.903
667,28,1,28,19,-46.957
668,28,1,28,20,-46.660
669,28,1,28,21,-45.956
670,28,1,28,22,-45.473
671,28,1,28,23,-45.426
672,28,1,28,24,-45.432
673,29,1,29,1,-45.531
674,29,1,29,2,-45.642
675,29,1,29,3,-45.776
676,29,1,29,4,-45.468
677,29,1,29,5,-45.038
678,29,1,29,6,-44.975
679,29,1,29,7,-44.918
680,29,1,29,8,-44.583
681,29,1,29,9,-44.040
682,29,1,29,10,-43.587
683,29,1,29,11,-43.396
684,29,1,29,12,-43.390
685,29,1,29,13,-43.577
686,29,1,29,14,-43.822
687,29,1,29,15,-43.977
688,29,1,29,16,-43.755
689,29,1,29,17,-43.366
690,29,1,29,18,-43.109
691,29,1,29,19,-42.864
692,29,1,29,20,-42.613
693,29,1,29,21,-42.358
694,29,1,29,22,-42.339
695,29,1,29,23,-42.612
696,29,1,29,24,-42.957
697,30,1,30,1,-43.337
698,30,1,30,2,-43.595
699,30,1,30,3,-43.643
700,30,1,30,4,-43.385
701,30,1,30,5,-43.023
702,30,1,30,6,-42.927
703,30,1,30,7,-43.215
704,30,1,30,8,-43.484
705,30,1,30,9,-43.849
706,30,1,30,10,-44.248
707,30,1,30,11,-44.775
708,30,1,30,12,-45.329
709,30,1,30,13,-45.673
710,30,1,30,14,-45.726
711,30,1,30,15,-45.704
712,30,1,30,16,-45.687
713,30,1,30,17,-46.116
714,30,1,30,18,-46.912
715,30,1,30,19,-47.426
716,30,1,30,20,-47.778
717,30,1,30,21,-47.987
718,30,1,30,22,-48.377
719,30,1,30,23,-48.546
720,30,1,30,24,-48.301
721,31,1,31,1,-47.727
722,31,1,31,2,-47.329
723,31,1,31,3,-46.649
724,31,1,31,4,-46.183
725,31,1,31,5,-46.228
726,31,1,31,6,-46.579
727,31,1,31,7,-46.783
728,31,1,31,8,-46.752
729,31,1,31,9,-46.583
730,31,1,31,10,-46.539
731,31,1,31,11,-47.136
732,31,1,31,12,-47.668
733,31,1,31,13,-48.046
734,31,1,31,14,-48.401
735,31,1,31,15,-48.763
736,31,1,31,16,-48.728
737,31,1,31,17,-48.778
738,31,1,31,18,-49.072
739,31,1,31,19,-49.228
740,31,1,31,20,-49.163
741,31,1,31,21,-48.796
742,31,1,31,22,-48.404
743,31,1,31,23,-48.658
744,31,1,31,24,-49.017
745,32,2,1,1,-49.337
746,32,2,1,2,-49.344
747,32,2,1,3,-49.035
748,32,2,1,4,-48.360
749,32,2,1,5,-48.070
750,32,2,1,6,-48.332
751,32,2,1,7,-48.631
752,32,2,1,8,-48.468
753,32,2,1,9,-48.182
754,32,2,1,10,-47.816
755,32,2,1,11,-47.441
756,32,2,1,12,-47.223
757,32,2,1,13,-47.228
758,32,2,1,14,-47.289
759,32,2,1,15,-47.261
760,32,2,1,16,-46.855
761,32,2,1,17,-46.480
762,32,2,1,18,-46.314
763,32,2,1,19,-46.080
764,32,2,1,20,-45.764
765,32,2,1,21,-45.482
766,32,2,1,22,-45.805
767,32,2,1,23,-46.666
768,32,2,1,24,-47.367
769,33,2,2,1,-46.861
770,33,2,2,2,-45.923
771,33,2,2,3,-44.552
772,33,2,2,4,-43.157
773,33,2,2,5,-42.575
774,33,2,2,6,-42.497
775,33,2,2,7,-42.555
776,33,2,2,8,-42.469
777,33,2,2,9,-42.395
778,33,2,2,10,-42.674
779,33,2,2,11,-43.136
780,33,2,2,12,-43.339
781,33,2,2,13,-43.274
782,33,2,2,14,-43.111
783,33,2,2,15,-42.915
784,33,2,2,16,-42.703
785,33,2,2,17,-42.828
786,33,2,2,18,-43.194
787,33,2,2,19,-43.135
788,33,2,2,20,-42.988
789,33,2,2,21,-42.866
790,33,2,2,22,-43.100
791,33,2,2,23,-43.549
792,33,2,2,24,-43.957
793,34,2,3,1,-44.269
794,34,2,3,2,-44.221
795,34,2,3,3,-43.760
796,34,2,3,4,-43.141
797,34,2,3,5,-42.626
798,34,2,3,6,-42.618
799,34,2,3,7,-42.951
800,34,2,3,8,-43.189
801,34,2,3,9,-43.293
802,34,2,3,10,-43.490
803,34,2,3,11,-43.659
804,34,2,3,12,-43.587
805,34,2,3,13,-43.372
806,34,2,3,14,-43.216
807,34,2,3,15,-42.924
808,34,2,3,16,-42.594
809,34,2,3,17,-42.177
810,34,2,3,18,-42.256
811,34,2,3,19,-42.429
812,34,2,3,20,-42.741
813,34,2,3,21,-42.832
814,34,2,3,22,-42.579
815,34,2,3,23,-42.489
816,34,2,3,24,-42.158
817,35,2,4,1,-41.759
818,35,2,4,2,-40.886
819,35,2,4,3,-39.893
820,35,2,4,4,-39.435
821,35,2,4,5,-39.329
822,35,2,4,6,-39.854
823,35,2,4,7,-40.509
824,35,2,4,8,-40.877
825,35,2,4,9,-41.326
826,35,2,4,10,-41.650
827,35,2,4,11,-41.844
828,35,2,4,12,-42.101
829,35,2,4,13,-42.275
830,35,2,4,14,-42.431
831,35,2,4,15,-42.670
832,35,2,4,16,-42.588
833,35,2,4,17,-42.294
834,35,2,4,18,-42.183
835,35,2,4,19,-42.192
836,35,2,4,20,-42.179
837,35,2,4,21,-42.131
838,35,2,4,22,-41.984
839,35,2,4,23,-41.859
840,35,2,4,24,-41.806
841,36,2,5,1,-41.994
842,36,2,5,2,-42.202
843,36,2,5,3,-42.467
844,36,2,5,4,-43.019
845,36,2,5,5,-42.451
846,36,2,5,6,-42.480
847,36,2,5,7,-42.570
848,36,2,5,8,-42.421
849,36,2,5,9,-42.013
850,36,2,5,10,-41.260
851,36,2,5,11,-40.510
852,36,2,5,12,-39.770
853,36,2,5,13,-38.596
854,36,2,5,14,-37.374
855,36,2,5,15,-36.501
856,36,2,5,16,-35.754
857,36,2,5,17,-34.897
858,36,2,5,18,-33.963
859,36,2,5,19,-33.280
860,36,2,5,20,-32.651
861,36,2,5,21,-32.134
862,36,2,5,22,-32.092
863,36,2,5,23,-32.697
864,36,2,5,24,-33.419
865,37,2,6,1,-34.156
866,37,2,6,2,-34.605
867,37,2,6,3,-35.217
868,37,2,6,4,-35.347
869,37,2,6,5,-34.953
870,37,2,6,6,-34.688
871,37,2,6,7,-34.828
872,37,2,6,8,-34.966
873,37,2,6,9,-34.810
874,37,2,6,10,-34.291
875,37,2,6,11,-33.831
876,37,2,6,12,-33.615
877,37,2,6,13,-33.483
878,37,2,6,14,-33.279
879,37,2,6,15,-33.050
880,37,2,6,16,-32.820
881,37,2,6,17,-32.604
882,37,2,6,18,-32.442
883,37,2,6,19,-32.231
884,37,2,6,20,-31.904
885,37,2,6,21,-31.616
886,37,2,6,22,-31.580
887,37,2,6,23,-31.852
888,37,2,6,24,-32.323
889,38,2,7,1,-32.953
890,38,2,7,2,-33.249
891,38,2,7,3,-33.357
892,38,2,7,4,-33.230
893,38,2,7,5,-32.962
894,38,2,7,6,-32.914
895,38,2,7,7,-33.149
896,38,2,7,8,-33.362
897,38,2,7,9,-33.441
898,38,2,7,10,-33.633
899,38,2,7,11,-33.948
900,38,2,7,12,-34.106
901,38,2,7,13,-34.346
902,38,2,7,14,-34.359
903,38,2,7,15,-33.907
904,38,2,7,16,-33.416
905,38,2,7,17,-33.123
906,38,2,7,18,-33.214
907,38,2,7,19,-33.501
908,38,2,7,20,-33.629
909,38,2,7,21,-33.524
910,38,2,7,22,-33.333
911,38,2,7,23,-33.039
912,38,2,7,24,-32.558
913,39,2,8,1,-32.054
914,39,2,8,2,-31.523
915,39,2,8,3,-30.899
916,39,2,8,4,-30.110
917,39,2,8,5,-29.696
918,39,2,8,6,-29.858
919,39,2,8,7,-30.217
920,39,2,8,8,-30.390
921,39,2,8,9,-30.561
922,39,2,8,10,-30.721
923,39,2,8,11,-30.836
924,39,2,8,12,-30.887
925,39,2,8,13,-30.825
926,39,2,8,14,-30.750
927,39,2,8,15,-30.803
928,39,2,8,16,-30.714
929,39,2,8,17,-30.643
930,39,2,8,18,-31.037
931,39,2,8,19,-30.932
