HOY,DOY,Month,Day,Hour,Tambient
2029,85,3,26,13,-22.929
2030,85,3,26,14,-23.183
2031,85,3,26,15,-24.102
2032,85,3,26,16,-24.764
2033,85,3,26,17,-25.100
2034,85,3,26,18,-25.044
2035,85,3,26,19,-25.070
2036,85,3,26,20,-25.136
2037,85,3,26,21,-25.378
2038,85,3,26,22,-25.237
2039,85,3,26,23,-23.740
2040,85,3,26,24,-21.983
2041,86,3,27,1,-20.802
2042,86,3,27,2,-19.033
2043,86,3,27,3,-17.113
2044,86,3,27,4,-16.138
2045,86,3,27,5,-15.732
2046,86,3,27,6,-15.631
2047,86,3,27,7,-15.741
2048,86,3,27,8,-16.029
2049,86,3,27,9,-16.467
2050,86,3,27,10,-17.468
2051,86,3,27,11,-18.764
2052,86,3,27,12,-20.066
2053,86,3,27,13,-21.271
2054,86,3,27,14,-22.046
2055,86,3,27,15,-22.577
2056,86,3,27,16,-23.390
2057,86,3,27,17,-24.155
2058,86,3,27,18,-24.596
2059,86,3,27,19,-25.085
2060,86,3,27,20,-26.110
2061,86,3,27,21,-27.333
2062,86,3,27,22,-28.271
2063,86,3,27,23,-27.189
2064,86,3,27,24,-25.789
2065,87,3,28,1,-24.522
2066,87,3,28,2,-22.615
2067,87,3,28,3,-20.573
2068,87,3,28,4,-19.410
2069,87,3,28,5,-18.592
2070,87,3,28,6,-17.992
2071,87,3,28,7,-17.608
2072,87,3,28,8,-17.492
2073,87,3,28,9,-18.081
2074,87,3,28,10,-19.429
2075,87,3,28,11,-20.590
2076,87,3,28,12,-21.519
2077,87,3,28,13,-22.895
2078,87,3,28,14,-24.187
2079,87,3,28,15,-24.872
2080,87,3,28,16,-25.616
2081,87,3,28,17,-25.975
2082,87,3,28,18,-26.106
2083,87,3,28,19,-26.370
2084,87,3,28,20,-26.728
2085,87,3,28,21,-27.011
2086,87,3,28,22,-26.903
2087,87,3,28,23,-25.248
2088,87,3,28,24,-22.960
2089,88,3,29,1,-20.760
2090,88,3,29,2,-18.510
2091,88,3,29,3,-16.247
2092,88,3,29,4,-14.659
2093,88,3,29,5,-13.369
2094,88,3,29,6,-12.425
2095,88,3,29,7,-11.920
2096,88,3,29,8,-12.353
2097,88,3,29,9,-14.648
2098,88,3,29,10,-17.475
2099,88,3,29,11,-19.366
2100,88,3,29,12,-20.288
2101,88,3,29,13,-20.833
2102,88,3,29,14,-21.302
2103,88,3,29,15,-21.764
2104,88,3,29,16,-20.801
2105,88,3,29,17,-20.174
2106,88,3,29,18,-20.100
2107,88,3,29,19,-20.335
2108,88,3,29,20,-20.732
2109,88,3,29,21,-21.022
2110,88,3,29,22,-20.814
2111,88,3,29,23,-19.744
2112,88,3,29,24,-17.869
2113,89,3,30,1,-16.146
2114,89,3,30,2,-15.031
2115,89,3,30,3,-13.779
2116,89,3,30,4,-12.844
2117,89,3,30,5,-12.165
2118,89,3,30,6,-11.664
2119,89,3,30,7,-11.324
2120,89,3,30,8,-11.275
2121,89,3,30,9,-11.912
2122,89,3,30,10,-13.102
2123,89,3,30,11,-13.947
2124,89,3,30,12,-14.025
2125,89,3,30,13,-14.237
2126,89,3,30,14,-14.881
2127,89,3,30,15,-15.477
2128,89,3,30,16,-16.196
2129,89,3,30,17,-17.006
2130,89,3,30,18,-17.711
2131,89,3,30,19,-18.430
2132,89,3,30,20,-19.027
2133,89,3,30,21,-19.711
2134,89,3,30,22,-19.910
2135,89,3,30,23,-19.025
2136,89,3,30,24,-17.534
2137,90,3,31,1,-16.186
2138,90,3,31,2,-14.257
2139,90,3,31,3,-12.645
2140,90,3,31,4,-11.838
2141,90,3,31,5,-11.395
2142,90,3,31,6,-11.218
2143,90,3,31,7,-11.272
2144,90,3,31,8,-11.562
2145,90,3,31,9,-12.230
2146,90,3,31,10,-13.548
2147,90,3,31,11,-15.081
2148,90,3,31,12,-16.261
2149,90,3,31,13,-17.118
2150,90,3,31,14,-16.791
2151,90,3,31,15,-16.797
2152,90,3,31,16,-17.767
2153,90,3,31,17,-18.904
2154,90,3,31,18,-19.754
2155,90,3,31,19,-20.334
2156,90,3,31,20,-20.719
2157,90,3,31,21,-20.988
2158,90,3,31,22,-21.178
2159,90,3,31,23,-20.512
2160,90,3,31,24,-18.617
2161,91,4,1,1,-16.940
2162,91,4,1,2,-15.065
2163,91,4,1,3,-12.960
2164,91,4,1,4,-11.262
2165,91,4,1,5,-10.281
2166,91,4,1,6,-9.768
2167,91,4,1,7,-9.531
2168,91,4,1,8,-9.629
2169,91,4,1,9,-10.321
2170,91,4,1,10,-11.446
2171,91,4,1,11,-12.350
2172,91,4,1,12,-12.827
2173,91,4,1,13,-13.259
2174,91,4,1,14,-14.037
2175,91,4,1,15,-14.715
2176,91,4,1,16,-15.134
2177,91,4,1,17,-15.343
2178,91,4,1,18,-15.829
2179,91,4,1,19,-16.268
2180,91,4,1,20,-16.744
2181,91,4,1,21,-17.430
2182,91,4,1,22,-17.950
2183,91,4,1,23,-17.607
2184,91,4,1,24,-16.332
2185,92,4,2,1,-14.869
2186,92,4,2,2,-13.232
2187,92,4,2,3,-11.335
2188,92,4,2,4,-10.098
2189,92,4,2,5,-9.335
2190,92,4,2,6,-8.742
2191,92,4,2,7,-8.584
2192,92,4,2,8,-8.940
2193,92,4,2,9,-10.602
2194,92,4,2,10,-13.233
2195,92,4,2,11,-15.502
2196,92,4,2,12,-16.803
2197,92,4,2,13,-17.789
2198,92,4,2,14,-18.290
2199,92,4,2,15,-18.767
2200,92,4,2,16,-18.646
2201,92,4,2,17,-18.695
2202,92,4,2,18,-18.879
2203,92,4,2,19,-19.375
2204,92,4,2,20,-20.228
2205,92,4,2,21,-21.094
2206,92,4,2,22,-21.055
2207,92,4,2,23,-19.381
2208,92,4,2,24,-17.781
2209,93,4,3,1,-16.193
2210,93,4,3,2,-14.327
2211,93,4,3,3,-12.119
2212,93,4,3,4,-10.191
2213,93,4,3,5,-9.136
2214,93,4,3,6,-8.312
2215,93,4,3,7,-7.719
2216,93,4,3,8,-7.458
2217,93,4,3,9,-7.801
2218,93,4,3,10,-9.063
2219,93,4,3,11,-10.231
2220,93,4,3,12,-10.758
2221,93,4,3,13,-10.568
2222,93,4,3,14,-10.039
2223,93,4,3,15,-9.051
2224,93,4,3,16,-8.549
2225,93,4,3,17,-8.253
2226,93,4,3,18,-8.325
2227,93,4,3,19,-8.540
2228,93,4,3,20,-8.865
2229,93,4,3,21,-9.395
2230,93,4,3,22,-9.920
2231,93,4,3,23,-9.376
2232,93,4,3,24,-7.305
2233,94,4,4,1,-6.076
2234,94,4,4,2,-4.627
2235,94,4,4,3,-3.415
2236,94,4,4,4,-2.556
2237,94,4,4,5,-2.100
2238,94,4,4,6,-1.900
2239,94,4,4,7,-1.868
2240,94,4,4,8,-2.011
2241,94,4,4,9,-2.759
2242,94,4,4,10,-4.410
2243,94,4,4,11,-6.148
2244,94,4,4,12,-7.330
2245,94,4,4,13,-8.077
2246,94,4,4,14,-8.716
2247,94,4,4,15,-9.555
2248,94,4,4,16,-10.654
2249,94,4,4,17,-11.708
2250,94,4,4,18,-12.597
2251,94,4,4,19,-12.422
2252,94,4,4,20,-12.899
2253,94,4,4,21,-13.902
2254,94,4,4,22,-14.194
2255,94,4,4,23,-12.837
2256,94,4,4,24,-11.442
2257,95,4,5,1,-9.740
2258,95,4,5,2,-7.740
2259,95,4,5,3,-6.372
2260,95,4,5,4,-5.549
2261,95,4,5,5,-4.941
2262,95,4,5,6,-4.728
2263,95,4,5,7,-4.793
2264,95,4,5,8,-5.088
2265,95,4,5,9,-5.603
2266,95,4,5,10,-6.376
2267,95,4,5,11,-6.984
2268,95,4,5,12,-6.964
2269,95,4,5,13,-7.217
2270,95,4,5,14,-8.183
2271,95,4,5,15,-8.864
2272,95,4,5,16,-9.088
2273,95,4,5,17,-9.638
2274,95,4,5,18,-10.184
2275,95,4,5,19,-10.841
2276,95,4,5,20,-11.490
2277,95,4,5,21,-11.870
2278,95,4,5,22,-11.347
2279,95,4,5,23,-9.981
2280,95,4,5,24,-8.809
2281,96,4,6,1,-7.346
2282,96,4,6,2,-5.949
2283,96,4,6,3,-4.795
2284,96,4,6,4,-4.239
2285,96,4,6,5,-4.069
2286,96,4,6,6,-4.007
2287,96,4,6,7,-4.113
2288,96,4,6,8,-4.367
2289,96,4,6,9,-4.910
2290,96,4,6,10,-5.280
2291,96,4,6,11,-5.518
2292,96,4,6,12,-5.960
2293,96,4,6,13,-6.492
2294,96,4,6,14,-6.986
2295,96,4,6,15,-7.568
2296,96,4,6,16,-8.396
2297,96,4,6,17,-9.328
2298,96,4,6,18,-10.263
2299,96,4,6,19,-11.123
2300,96,4,6,20,-11.831
2301,96,4,6,21,-12.432
2302,96,4,6,22,-12.917
2303,96,4,6,23,-12.628
2304,96,4,6,24,-11.211
2305,97,4,7,1,-9.955
2306,97,4,7,2,-8.096
2307,97,4,7,3,-6.601
2308,97,4,7,4,-5.504
2309,97,4,7,5,-4.635
2310,97,4,7,6,-4.111
2311,97,4,7,7,-4.093
2312,97,4,7,8,-4.367
2313,97,4,7,9,-5.162
2314,97,4,7,10,-6.042
2315,97,4,7,11,-6.451
2316,97,4,7,12,-7.066
2317,97,4,7,13,-7.960
2318,97,4,7,14,-8.805
2319,97,4,7,15,-9.455
2320,97,4,7,16,-10.569
2321,97,4,7,17,-12.149
2322,97,4,7,18,-13.711
2323,97,4,7,19,-14.938
2324,97,4,7,20,-16.025
2325,97,4,7,21,-16.710
2326,97,4,7,22,-16.037
2327,97,4,7,23,-14.246
2328,97,4,7,24,-12.725
2329,98,4,8,1,-10.723
2330,98,4,8,2,-9.011
2331,98,4,8,3,-7.526
2332,98,4,8,4,-6.255
2333,98,4,8,5,-5.437
2334,98,4,8,6,-4.996
2335,98,4,8,7,-4.817
2336,98,4,8,8,-4.934
2337,98,4,8,9,-5.879
2338,98,4,8,10,-7.790
2339,98,4,8,11,-9.952
2340,98,4,8,12,-11.800
2341,98,4,8,13,-13.100
2342,98,4,8,14,-14.016
2343,98,4,8,15,-14.746
2344,98,4,8,16,-15.391
2345,98,4,8,17,-15.999
2346,98,4,8,18,-16.326
2347,98,4,8,19,-16.278
2348,98,4,8,20,-16.029
2349,98,4,8,21,-15.898
2350,98,4,8,22,-15.172
2351,98,4,8,23,-13.459
2352,98,4,8,24,-11.860
2353,99,4,9,1,-10.125
2354,99,4,9,2,-8.050
2355,99,4,9,3,-6.056
2356,99,4,9,4,-4.698
2357,99,4,9,5,-3.833
2358,99,4,9,6,-3.235
2359,99,4,9,7,-2.750
2360,99,4,9,8,-2.700
2361,99,4,9,9,-3.710
2362,99,4,9,10,-5.458
2363,99,4,9,11,-6.791
2364,99,4,9,12,-8.501
2365,99,4,9,13,-10.159
2366,99,4,9,14,-10.746
2367,99,4,9,15,-10.720
2368,99,4,9,16,-10.542
2369,99,4,9,17,-10.499
2370,99,4,9,18,-10.987
2371,99,4,9,19,-12.276
2372,99,4,9,20,-14.009
2373,99,4,9,21,-15.388
2374,99,4,9,22,-15.405
2375,99,4,9,23,-14.273
2376,99,4,9,24,-12.780
2377,100,4,10,1,-11.105
2378,100,4,10,2,-9.000
2379,100,4,10,3,-7.279
2380,100,4,10,4,-6.396
2381,100,4,10,5,-6.158
2382,100,4,10,6,-6.114
2383,100,4,10,7,-6.213
2384,100,4,10,8,-6.467
2385,100,4,10,9,-7.268
2386,100,4,10,10,-8.822
2387,100,4,10,11,-11.118
2388,100,4,10,12,-12.924
2389,100,4,10,13,-14.095
2390,100,4,10,14,-15.540
2391,100,4,10,15,-16.508
2392,100,4,10,16,-16.991
2393,100,4,10,17,-17.096
2394,100,4,10,18,-17.057
2395,100,4,10,19,-17.124
2396,100,4,10,20,-17.359
2397,100,4,10,21,-17.317
2398,100,4,10,22,-16.128
2399,100,4,10,23,-14.505
2400,100,4,10,24,-12.780
2401,101,4,11,1,-10.773
2402,101,4,11,2,-8.366
2403,101,4,11,3,-6.151
2404,101,4,11,4,-4.783
2405,101,4,11,5,-3.998
2406,101,4,11,6,-3.440
2407,101,4,11,7,-3.138
2408,101,4,11,8,-3.119
2409,101,4,11,9,-3.462
2410,101,4,11,10,-4.458
2411,101,4,11,11,-6.549
2412,101,4,11,12,-8.667
2413,101,4,11,13,-10.047
2414,101,4,11,14,-11.112
2415,101,4,11,15,-11.947
2416,101,4,11,16,-12.837
2417,101,4,11,17,-13.832
2418,101,4,11,18,-14.751
2419,101,4,11,19,-15.594
2420,101,4,11,20,-16.507
2421,101,4,11,21,-17.099
2422,101,4,11,22,-16.299
2423,101,4,11,23,-14.086
2424,101,4,11,24,-11.866
2425,102,4,12,1,-10.138
2426,102,4,12,2,-7.978
2427,102,4,12,3,-5.743
2428,102,4,12,4,-4.339
2429,102,4,12,5,-3.465
2430,102,4,12,6,-2.961
2431,102,4,12,7,-2.684
2432,102,4,12,8,-2.702
2433,102,4,12,9,-3.160
2434,102,4,12,10,-4.082
2435,102,4,12,11,-5.101
2436,102,4,12,12,-5.881
2437,102,4,12,13,-7.064
2438,102,4,12,14,-8.743
2439,102,4,12,15,-10.396
2440,102,4,12,16,-11.980
2441,102,4,12,17,-13.389
2442,102,4,12,18,-14.944
2443,102,4,12,19,-16.813
2444,102,4,12,20,-18.520
2445,102,4,12,21,-19.695
2446,102,4,12,22,-19.559
2447,102,4,12,23,-18.358
2448,102,4,12,24,-16.511
2449,103,4,13,1,-14.144
2450,103,4,13,2,-11.479
2451,103,4,13,3,-9.518
2452,103,4,13,4,-8.700
2453,103,4,13,5,-8.420
2454,103,4,13,6,-8.363
2455,103,4,13,7,-8.515
2456,103,4,13,8,-8.705
2457,103,4,13,9,-9.161
2458,103,4,13,10,-10.490
2459,103,4,13,11,-12.316
2460,103,4,13,12,-13.136
2461,103,4,13,13,-13.048
2462,103,4,13,14,-13.070
2463,103,4,13,15,-13.300
2464,103,4,13,16,-13.887
2465,103,4,13,17,-14.629
2466,103,4,13,18,-15.451
2467,103,4,13,19,-16.065
2468,103,4,13,20,-16.427
2469,103,4,13,21,-16.822
2470,103,4,13,22,-16.653
2471,103,4,13,23,-15.665
2472,103,4,13,24,-14.238
2473,104,4,14,1,-12.348
2474,104,4,14,2,-10.572
2475,104,4,14,3,-8.850
2476,104,4,14,4,-8.005
2477,104,4,14,5,-7.704
2478,104,4,14,6,-7.597
2479,104,4,14,7,-7.638
2480,104,4,14,8,-7.839
2481,104,4,14,9,-8.683
2482,104,4,14,10,-10.970
2483,104,4,14,11,-13.414
2484,104,4,14,12,-15.102
2485,104,4,14,13,-15.619
2486,104,4,14,14,-15.370
2487,104,4,14,15,-14.767
2488,104,4,14,16,-14.077
2489,104,4,14,17,-14.211
2490,104,4,14,18,-14.633
2491,104,4,14,19,-15.340
2492,104,4,14,20,-16.340
2493,104,4,14,21,-17.223
2494,104,4,14,22,-17.594
2495,104,4,14,23,-16.456
2496,104,4,14,24,-14.813
2497,105,4,15,1,-13.067
2498,105,4,15,2,-10.902
2499,105,4,15,3,-9.218
2500,105,4,15,4,-7.911
2501,105,4,15,5,-7.089
2502,105,4,15,6,-6.719
2503,105,4,15,7,-6.763
2504,105,4,15,8,-7.021
2505,105,4,15,9,-7.517
2506,105,4,15,10,-8.608
2507,105,4,15,11,-10.125
2508,105,4,15,12,-11.380
2509,105,4,15,13,-12.468
2510,105,4,15,14,-13.483
2511,105,4,15,15,-14.430
2512,105,4,15,16,-15.292
2513,105,4,15,17,-16.143
2514,105,4,15,18,-16.576
2515,105,4,15,19,-16.731
2516,105,4,15,20,-17.227
2517,105,4,15,21,-17.407
2518,105,4,15,22,-16.435
2519,105,4,15,23,-14.997
2520,105,4,15,24,-13.502
2521,106,4,16,1,-11.134
2522,106,4,16,2,-8.846
2523,106,4,16,3,-6.825
2524,106,4,16,4,-5.941
2525,106,4,16,5,-5.658
2526,106,4,16,6,-5.515
2527,106,4,16,7,-5.469
2528,106,4,16,8,-5.552
2529,106,4,16,9,-6.061
2530,106,4,16,10,-7.796
2531,106,4,16,11,-9.927
2532,106,4,16,12,-11.268
2533,106,4,16,13,-11.946
2534,106,4,16,14,-12.156
2535,106,4,16,15,-12.402
2536,106,4,16,16,-13.182
2537,106,4,16,17,-14.568
2538,106,4,16,18,-16.246
2539,106,4,16,19,-17.642
2540,106,4,16,20,-18.591
2541,106,4,16,21,-18.511
2542,106,4,16,22,-16.256
2543,106,4,16,23,-13.369
2544,106,4,16,24,-11.542
2545,107,4,17,1,-9.642
2546,107,4,17,2,-8.000
2547,107,4,17,3,-6.847
2548,107,4,17,4,-6.439
2549,107,4,17,5,-6.470
2550,107,4,17,6,-6.647
2551,107,4,17,7,-6.949
2552,107,4,17,8,-7.311
2553,107,4,17,9,-7.761
2554,107,4,17,10,-8.301
2555,107,4,17,11,-8.847
2556,107,4,17,12,-9.368
2557,107,4,17,13,-9.885
2558,107,4,17,14,-10.502
2559,107,4,17,15,-11.215
2560,107,4,17,16,-11.894
2561,107,4,17,17,-12.442
2562,107,4,17,18,-12.866
2563,107,4,17,19,-13.193
2564,107,4,17,20,-13.462
2565,107,4,17,21,-13.631
2566,107,4,17,22,-13.550
2567,107,4,17,23,-13.200
2568,107,4,17,24,-12.686
2569,108,4,18,1,-12.061
2570,108,4,18,2,-11.427
2571,108,4,18,3,-10.867
2572,108,4,18,4,-10.510
2573,108,4,18,5,-10.296
2574,108,4,18,6,-10.152
2575,108,4,18,7,-10.133
2576,108,4,18,8,-10.266
2577,108,4,18,9,-10.536
2578,108,4,18,10,-10.764
2579,108,4,18,11,-11.394
2580,108,4,18,12,-12.803
2581,108,4,18,13,-13.854
2582,108,4,18,14,-14.853
2583,108,4,18,15,-15.990
2584,108,4,18,16,-16.771
2585,108,4,18,17,-17.559
2586,108,4,18,18,-18.398
2587,108,4,18,19,-19.191
2588,108,4,18,20,-20.023
2589,108,4,18,21,-20.146
2590,108,4,18,22,-19.157
2591,108,4,18,23,-16.369
2592,108,4,18,24,-13.577
2593,109,4,19,1,-11.474
2594,109,4,19,2,-9.418
2595,109,4,19,3,-7.763
2596,109,4,19,4,-6.641
2597,109,4,19,5,-6.458
2598,109,4,19,6,-6.611
2599,109,4,19,7,-6.846
2600,109,4,19,8,-7.104
2601,109,4,19,9,-7.476
2602,109,4,19,10,-8.049
2603,109,4,19,11,-9.376
2604,109,4,19,12,-10.619
2605,109,4,19,13,-11.165
2606,109,4,19,14,-11.604
2607,109,4,19,15,-12.326
2608,109,4,19,16,-13.633
2609,109,4,19,17,-14.938
2610,109,4,19,18,-15.413
2611,109,4,19,19,-16.070
2612,109,4,19,20,-16.850
2613,109,4,19,21,-16.870
2614,109,4,19,22,-15.530
2615,109,4,19,23,-12.932
2616,109,4,19,24,-11.402
2617,110,4,20,1,-9.590
2618,110,4,20,2,-7.639
2619,110,4,20,3,-6.089
2620,110,4,20,4,-5.208
2621,110,4,20,5,-4.832
2622,110,4,20,6,-4.666
2623,110,4,20,7,-4.654
2624,110,4,20,8,-4.749
2625,110,4,20,9,-5.041
2626,110,4,20,10,-5.829
2627,110,4,20,11,-7.036
2628,110,4,20,12,-8.093
2629,110,4,20,13,-8.851
2630,110,4,20,14,-9.588
2631,110,4,20,15,-10.266
2632,110,4,20,16,-10.997
2633,110,4,20,17,-11.808
2634,110,4,20,18,-12.683
2635,110,4,20,19,-13.534
2636,110,4,20,20,-14.156
2637,110,4,20,21,-14.036
2638,110,4,20,22,-13.030
2639,110,4,20,23,-11.435
2640,110,4,20,24,-9.236
2641,111,4,21,1,-6.729
2642,111,4,21,2,-4.375
2643,111,4,21,3,-2.240
2644,111,4,21,4,-0.831
2645,111,4,21,5,-0.232
2646,111,4,21,6,-0.001
2647,111,4,21,7,0.025
2648,111,4,21,8,0.020
2649,111,4,21,9,0.007
2650,111,4,21,10,0.045
2651,111,4,21,11,-0.055
2652,111,4,21,12,-0.286
2653,111,4,21,13,-0.761
2654,111,4,21,14,-1.855
2655,111,4,21,15,-2.781
2656,111,4,21,16,-3.565
2657,111,4,21,17,-4.648
2658,111,4,21,18,-5.911
2659,111,4,21,19,-7.279
2660,111,4,21,20,-8.471
2661,111,4,21,21,-8.732
2662,111,4,21,22,-7.699
2663,111,4,21,23,-5.940
2664,111,4,21,24,-4.382
2665,112,4,22,1,-2.460
2666,112,4,22,2,-0.958
2667,112,4,22,3,-0.126
2668,112,4,22,4,0.083
2669,112,4,22,5,0.131
2670,112,4,22,6,0.151
2671,112,4,22,7,0.138
2672,112,4,22,8,-0.085
2673,112,4,22,9,-0.896
2674,112,4,22,10,-1.908
2675,112,4,22,11,-3.913
2676,112,4,22,12,-6.639
2677,112,4,22,13,-8.895
2678,112,4,22,14,-10.408
2679,112,4,22,15,-10.640
2680,112,4,22,16,-10.649
2681,112,4,22,17,-10.890
2682,112,4,22,18,-11.487
2683,112,4,22,19,-12.629
2684,112,4,22,20,-14.132
2685,112,4,22,21,-15.007
2686,112,4,22,22,-14.090
2687,112,4,22,23,-10.770
2688,112,4,22,24,-8.059
2689,113,4,23,1,-6.024
2690,113,4,23,2,-3.678
2691,113,4,23,3,-2.017
2692,113,4,23,4,-1.092
2693,113,4,23,5,-0.822
2694,113,4,23,6,-0.775
2695,113,4,23,7,-0.840
2696,113,4,23,8,-0.990
2697,113,4,23,9,-1.391
2698,113,4,23,10,-2.694
2699,113,4,23,11,-4.619
2700,113,4,23,12,-6.387
2701,113,4,23,13,-7.380
2702,113,4,23,14,-8.014
2703,113,4,23,15,-8.580
2704,113,4,23,16,-9.353
2705,113,4,23,17,-10.166
2706,113,4,23,18,-11.378
2707,113,4,23,19,-12.889
2708,113,4,23,20,-14.075
2709,113,4,23,21,-14.152
2710,113,4,23,22,-12.941
2711,113,4,23,23,-10.950
2712,113,4,23,24,-9.309
2713,114,4,24,1,-7.332
2714,114,4,24,2,-5.355
2715,114,4,24,3,-3.794
2716,114,4,24,4,-2.653
2717,114,4,24,5,-1.914
2718,114,4,24,6,-1.439
2719,114,4,24,7,-1.171
2720,114,4,24,8,-1.090
2721,114,4,24,9,-1.262
2722,114,4,24,10,-1.528
2723,114,4,24,11,-1.802
2724,114,4,24,12,-2.138
2725,114,4,24,13,-2.457
2726,114,4,24,14,-2.714
2727,114,4,24,15,-2.949
2728,114,4,24,16,-3.325
2729,114,4,24,17,-3.821
2730,114,4,24,18,-4.284
2731,114,4,24,19,-4.852
2732,114,4,24,20,-5.568
2733,114,4,24,21,-5.763
2734,114,4,24,22,-5.198
2735,114,4,24,23,-4.027
2736,114,4,24,24,-2.671
2737,115,4,25,1,-1.168
2738,115,4,25,2,-0.128
2739,115,4,25,3,0.123
2740,115,4,25,4,0.186
2741,115,4,25,5,0.224
2742,115,4,25,6,0.267
2743,115,4,25,7,0.313
2744,115,4,25,8,0.337
2745,115,4,25,9,0.308
2746,115,4,25,10,0.261
2747,115,4,25,11,0.163
2748,115,4,25,12,-0.111
2749,115,4,25,13,-1.033
2750,115,4,25,14,-1.930
2751,115,4,25,15,-2.159
2752,115,4,25,16,-2.258
2753,115,4,25,17,-2.513
2754,115,4,25,18,-3.096
2755,115,4,25,19,-4.078
2756,115,4,25,20,-5.367
2757,115,4,25,21,-6.037
2758,115,4,25,22,-5.582
2759,115,4,25,23,-4.037
2760,115,4,25,24,-2.840
2761,116,4,26,1,-1.666
2762,116,4,26,2,-0.723
2763,116,4,26,3,-0.209
2764,116,4,26,4,-0.112
2765,116,4,26,5,-0.285
2766,116,4,26,6,-0.503
2767,116,4,26,7,-0.778
2768,116,4,26,8,-1.112
2769,116,4,26,9,-1.601
2770,116,4,26,10,-2.714
2771,116,4,26,11,-4.783
2772,116,4,26,12,-7.353
2773,116,4,26,13,-8.706
2774,116,4,26,14,-9.310
2775,116,4,26,15,-9.281
2776,116,4,26,16,-9.227
2777,116,4,26,17,-9.807
2778,116,4,26,18,-10.883
2779,116,4,26,19,-12.380
2780,116,4,26,20,-13.758
2781,116,4,26,21,-14.318
2782,116,4,26,22,-12.569
2783,116,4,26,23,-10.720
2784,116,4,26,24,-8.727
2785,117,4,27,1,-6.373
2786,117,4,27,2,-4.384
2787,117,4,27,3,-2.670
2788,117,4,27,4,-1.670
2789,117,4,27,5,-1.146
2790,117,4,27,6,-0.819
2791,117,4,27,7,-0.622
2792,117,4,27,8,-0.536
2793,117,4,27,9,-0.664
2794,117,4,27,10,-1.588
2795,117,4,27,11,-3.954
2796,117,4,27,12,-6.619
2797,117,4,27,13,-8.404
2798,117,4,27,14,-9.458
2799,117,4,27,15,-10.320
2800,117,4,27,16,-11.057
2801,117,4,27,17,-11.470
2802,117,4,27,18,-11.582
2803,117,4,27,19,-11.590
2804,117,4,27,20,-11.339
2805,117,4,27,21,-10.543
2806,117,4,27,22,-9.249
2807,117,4,27,23,-7.604
2808,117,4,27,24,-5.611
2809,118,4,28,1,-3.369
2810,118,4,28,2,-1.425
2811,118,4,28,3,-0.162
2812,118,4,28,4,0.237
2813,118,4,28,5,0.322
2814,118,4,28,6,0.328
2815,118,4,28,7,0.253
2816,118,4,28,8,0.090
2817,118,4,28,9,-0.090
2818,118,4,28,10,-0.270
2819,118,4,28,11,-0.797
2820,118,4,28,12,-1.646
2821,118,4,28,13,-3.422
2822,118,4,28,14,-4.493
2823,118,4,28,15,-4.947
2824,118,4,28,16,-5.509
2825,118,4,28,17,-6.103
2826,118,4,28,18,-6.568
2827,118,4,28,19,-6.869
2828,118,4,28,20,-7.238
2829,118,4,28,21,-6.900
2830,118,4,28,22,-5.862
2831,118,4,28,23,-4.585
2832,118,4,28,24,-3.291
2833,119,4,29,1,-2.445
2834,119,4,29,2,-1.784
2835,119,4,29,3,-1.201
2836,119,4,29,4,-1.001
2837,119,4,29,5,-1.215
2838,119,4,29,6,-1.811
2839,119,4,29,7,-2.772
2840,119,4,29,8,-4.063
2841,119,4,29,9,-5.601
2842,119,4,29,10,-6.943
2843,119,4,29,11,-7.956
2844,119,4,29,12,-9.023
2845,119,4,29,13,-10.071
2846,119,4,29,14,-10.881
2847,119,4,29,15,-11.503
2848,119,4,29,16,-12.086
2849,119,4,29,17,-12.610
2850,119,4,29,18,-13.068
2851,119,4,29,19,-13.453
2852,119,4,29,20,-13.484
2853,119,4,29,21,-12.887
2854,119,4,29,22,-12.082
2855,119,4,29,23,-11.389
2856,119,4,29,24,-10.591
2857,120,4,30,1,-9.859
2858,120,4,30,2,-9.175
2859,120,4,30,3,-8.657
2860,120,4,30,4,-8.257
2861,120,4,30,5,-7.881
2862,120,4,30,6,-7.597
2863,120,4,30,7,-7.418
2864,120,4,30,8,-7.363
2865,120,4,30,9,-7.472
2866,120,4,30,10,-7.893
2867,120,4,30,11,-9.218
2868,120,4,30,12,-11.039
2869,120,4,30,13,-12.498
2870,120,4,30,14,-13.342
2871,120,4,30,15,-13.815
2872,120,4,30,16,-14.399
2873,120,4,30,17,-15.010
2874,120,4,30,18,-15.733
2875,120,4,30,19,-16.185
2876,120,4,30,20,-16.222
2877,120,4,30,21,-15.534
2878,120,4,30,22,-13.385
2879,120,4,30,23,-11.498
2880,120,4,30,24,-9.708
2881,121,5,1,1,-8.269
2882,121,5,1,2,-6.946
2883,121,5,1,3,-5.880
2884,121,5,1,4,-5.078
2885,121,5,1,5,-4.486
2886,121,5,1,6,-4.093
2887,121,5,1,7,-3.883
2888,121,5,1,8,-3.830
2889,121,5,1,9,-3.966
2890,121,5,1,10,-4.580
2891,121,5,1,11,-6.477
2892,121,5,1,12,-8.980
2893,121,5,1,13,-10.767
2894,121,5,1,14,-11.851
2895,121,5,1,15,-12.798
2896,121,5,1,16,-13.822
2897,121,5,1,17,-14.913
2898,121,5,1,18,-16.029
2899,121,5,1,19,-16.697
2900,121,5,1,20,-16.353
2901,121,5,1,21,-15.308
2902,121,5,1,22,-13.430
