INDEX,DATE,pv1_input_power(Вт),pv1_voltage(В),pv1_current(А),pv2_input_power(Вт),pv2_voltage(В),pv2_current(А),grid_voltage(В),grid_current(А),grid_frequency(Гц),output_power(Вт),energy_today(кВт*ч),energy_total(кВт*ч)
8919875,2022-07-25 4:40:12,0,238,0,21,258.8,0,231.3,0.7,50.01,0,0,4743.1
8919876,2022-07-25 4:40:13,0,239.4,0,21,259.5,0,230.8,0.7,50.01,0,0,4743.1
8919877,2022-07-25 4:40:14,0,240.8,0,22,261,0,230.6,0.7,50,0,0,4743.1
8919878,2022-07-25 4:40:15,0,242.1,0,22,262.5,0,230.6,0.7,50.02,0,0,4743.1
8919879,2022-07-25 4:40:16,0,243.9,0,22,263.2,0,230.4,0.7,49.99,0,0,4743.1
8919880,2022-07-25 4:40:17,0,243.9,0,22,264.6,0,230.8,0.7,50,0,0,4743.1
8919881,2022-07-25 4:40:18,0,245.9,0,22,265.9,0,230.4,0.7,50.01,0,0,4743.1
8919882,2022-07-25 4:40:19,0,247.6,0,22,267.7,0,230.4,0.7,49.99,0,0,4743.1
8919883,2022-07-25 4:40:20,0,247.4,0,22,268.2,0,230.2,0.7,50.02,0,0,4743.1
8919884,2022-07-25 4:40:21,0,248.9,0,22,267.9,0,230.2,0.7,49.98,0,0,4743.1
8919885,2022-07-25 4:40:22,0,250.5,0,22,267.1,0,230.4,0.7,50.01,0,0,4743.1
8919886,2022-07-25 4:40:23,0,251.7,0,22,265.9,0,230.4,0.7,50,0,0,4743.1
8919887,2022-07-25 4:40:24,0,253,0,22,264.8,0,230.4,0.7,50,0,0,4743.1
8919888,2022-07-25 4:40:25,0,254.2,0,22,262.9,0,230.4,0.7,50.01,0,0,4743.1
8919889,2022-07-25 4:40:26,0,255.4,0,22,262.9,0,230.2,0.7,49.99,0,0,4743.1
8919890,2022-07-25 4:40:27,0,256.4,0,22,260.9,0,230.6,0.7,50.01,0,0,4743.1
8919891,2022-07-25 4:40:28,0,257.5,0,21,260.1,0,230.4,0.7,50,0,0,4743.1
8919892,2022-07-25 4:40:29,0,258.8,0,23,262.2,0,230.6,0.7,49.98,0,0,4743.1
8919893,2022-07-25 4:40:30,0,260.6,0,22,263.7,0,230.4,0.7,50.01,0,0,4743.1
8919894,2022-07-25 4:40:31,0,260.9,0,22,262.3,0,230.2,0.7,49.98,0,0,4743.1
8919895,2022-07-25 4:40:32,0,262.8,0,22,261,0,230.4,0.7,50.01,0,0,4743.1
8919896,2022-07-25 4:40:33,0,263.2,0,23,261.7,0,230.2,0.7,50,0,0,4743.1
8919897,2022-07-25 4:40:34,0,264,0,23,261.7,0,230.4,0.6,50,0,0,4743.1
8919898,2022-07-25 4:40:35,0,266.3,0,21,261.9,0,230.2,0.7,50.01,0,0,4743.1
8919899,2022-07-25 4:40:36,0,266.6,0,21,261.9,0,229.7,0.7,50,0,0,4743.1
8919900,2022-07-25 4:40:37,0,267.7,0,21,260.7,0,229.7,0.7,50.01,0,0,4743.1
8919901,2022-07-25 4:40:38,0,268.5,0,21,259.4,0,230,0.7,50.01,0,0,4743.1
8919902,2022-07-25 4:40:39,0,270.8,0,21,258.1,0,229.7,0.7,50,0,0,4743.1
8919903,2022-07-25 4:40:40,0,271.5,0,20,258.2,0,230.4,0.7,50.01,0,0,4743.1
8919904,2022-07-25 4:40:41,0,272.4,0,21,258.9,0,230.2,0.7,49.99,0,0,4743.1
8919905,2022-07-25 4:40:42,0,274.7,0,22,261.3,0,230.2,0.7,50,0,0,4743.1
8919906,2022-07-25 4:40:43,0,273.9,0,21,262.8,0,230.2,0.7,50,0,0,4743.1
8919907,2022-07-25 4:40:44,0,276.7,0,22,263.5,0,230,0.7,49.99,0,0,4743.1
8919908,2022-07-25 4:40:45,0,277.4,0,22,264.7,0,230.4,0.7,50.01,0,0,4743.1
8919909,2022-07-25 4:40:46,0,277.4,0,22,264.6,0,230.2,0.7,49.99,0,0,4743.1
8919910,2022-07-25 4:40:47,0,277.5,0,22,263.4,0,230.2,0.7,50,0,0,4743.1
8919911,2022-07-25 4:40:48,0,277.5,0,22,262,0,230,0.7,50,0,0,4743.1
8919912,2022-07-25 4:40:49,0,277.5,0,21,261.6,0,229.7,0.7,49.99,0,0,4743.1
8919913,2022-07-25 4:40:50,0,277.5,0,22,262.9,0,230,0.7,50,0,0,4743.1
8919914,2022-07-25 4:40:51,0,277.5,0,21,264.8,0,230,0.7,49.98,0,0,4743.1
8919915,2022-07-25 4:40:52,0,277.5,0,21,266.2,0,230,0.7,50,0,0,4743.1
8919916,2022-07-25 4:40:53,0,277.5,0,21,266.2,0,230.2,0.7,49.99,0,0,4743.1
8919917,2022-07-25 4:40:54,0,277.5,0,21,265.1,0,230.2,0.7,50,0,0,4743.1
8919918,2022-07-25 4:40:55,0,277.5,0,22,262.6,0,230.2,0.7,50,0,0,4743.1
8919919,2022-07-25 4:40:56,0,277.5,0,21,264,0,230.2,0.7,49.98,0,0,4743.1
8919920,2022-07-25 4:40:57,0,277.7,0,21,264,0,230.2,0.7,50,0,0,4743.1
8919921,2022-07-25 4:40:58,0,277.7,0,21,265.3,0,230,0.7,49.98,0,0,4743.1
8919922,2022-07-25 4:40:59,0,277.7,0,21,266.5,0,230.4,0.7,50,0,0,4743.1
8919923,2022-07-25 4:41:00,0,277.7,0,22,268.2,0,230.4,0.7,50.01,0,0,4743.1
8919924,2022-07-25 4:41:01,0,277.7,0,21,267.8,0,230.6,0.7,49.99,0,0,4743.1
8919925,2022-07-25 4:41:02,0,277.7,0,21,267.8,0,230.8,0.7,50.01,0,0,4743.1
8919926,2022-07-25 4:41:03,0,277.7,0,21,266.2,0,230.4,0.7,49.99,0,0,4743.1
8919927,2022-07-25 4:41:04,0,277.7,0,22,264.6,0,230.2,0.7,49.99,0,0,4743.1
8919928,2022-07-25 4:41:05,0,277.7,0,22,263.4,0,230.2,0.7,50,0,0,4743.1
8919929,2022-07-25 4:41:06,0,277.7,0,22,263.4,0,230.2,0.7,49.99,0,0,4743.1
8919930,2022-07-25 4:41:07,0,277.7,0,22,262.8,0,230.4,0.7,50.01,0,0,4743.1
8919931,2022-07-25 4:41:08,0,277.7,0,21,262.9,0,230.4,0.7,50.01,0,0,4743.1
8919932,2022-07-25 4:41:09,0,277.8,0,22,261.6,0,230.6,0.7,49.99,0,0,4743.1
8919933,2022-07-25 4:41:10,0,277.7,0,22,260.3,0,230.8,0.7,50,0,0,4743.1
8919934,2022-07-25 4:41:11,0,277.8,0,21,258.8,0,230.4,0.7,50.02,0,0,4743.1
8919935,2022-07-25 4:41:12,0,274.9,0,21,257.6,0,230.6,0.7,49.98,0,0,4743.1
8919936,2022-07-25 4:41:13,0,275,0,21,256,0,230.6,0.7,50,0,0,4743.1
8919937,2022-07-25 4:41:14,0,273.3,0,21,257.6,0,230.4,0.7,50.01,0,0,4743.1
8919938,2022-07-25 4:41:15,0,272.8,0,21,259.8,0,230.6,0.7,49.99,0,0,4743.1
8919939,2022-07-25 4:41:16,0,270.2,0,21,259.8,0,230.4,0.7,50.01,0,0,4743.1
8919940,2022-07-25 4:41:17,0,269.9,0,22,261.3,0,230,0.7,49.98,0,0,4743.1
8919941,2022-07-25 4:41:18,0,268.2,0,22,262.6,0,230.2,0.7,50.01,0,0,4743.1
8919942,2022-07-25 4:41:19,0,267.8,0,23,265.3,0,230,0.7,50,0,0,4743.1
8919943,2022-07-25 4:41:20,0,266.2,0,23,266.5,0,230,0.7,50,0,0,4743.1
8919944,2022-07-25 4:41:21,0,266.5,0,21,268.2,0,229.7,0.7,50,0,0,4743.1
8919945,2022-07-25 4:41:22,0,264.7,0,23,265.4,0,229.7,0.7,49.98,0,0,4743.1
8919946,2022-07-25 4:41:23,0,262.5,0,23,264.3,0,230.2,0.7,50,0,0,4743.1
8919947,2022-07-25 4:41:24,0,262.3,0,23,263.1,0,230,0.7,50,0,0,4743.1
8919948,2022-07-25 4:41:25,0,260.7,0,23,261.7,0,230.2,0.7,49.99,0,0,4743.1
8919949,2022-07-25 4:41:26,0,259.4,0,22,260.6,0,230,0.7,50,0,0,4743.1
8919950,2022-07-25 4:41:27,0,258.5,0,22,260.6,0,229.7,0.7,49.99,0,0,4743.1
8919951,2022-07-25 4:41:28,0,257.6,0,22,260,0,230,0.7,49.99,0,0,4743.1
8919952,2022-07-25 4:41:29,0,256.6,0,22,260.9,0,230,0.7,50,0,0,4743.1
8919953,2022-07-25 4:41:30,0,254.5,0,23,262.3,0,230,0.7,49.99,0,0,4743.1
8919954,2022-07-25 4:41:31,0,253.3,0,23,264.4,0,230,0.7,50,0,0,4743.1
8919955,2022-07-25 4:41:32,0,252.1,0,23,265.9,0,230,0.7,49.98,0,0,4743.1
8919956,2022-07-25 4:41:33,0,250.8,0,23,267.1,0,229.7,0.7,49.99,0,0,4743.1
8919957,2022-07-25 4:41:34,0,249.9,0,22,267.7,0,230,0.7,49.99,0,0,4743.1
8919958,2022-07-25 4:41:35,0,249.3,0,22,266.5,0,230.2,0.7,49.98,0,0,4743.1
8919959,2022-07-25 4:41:36,0,248.3,0,22,264.8,0,230.2,0.7,49.99,0,0,4743.1
8919960,2022-07-25 4:41:37,0,247.1,0,22,263.7,0,230.2,0.7,49.97,0,0,4743.1
8919961,2022-07-25 4:41:38,0,245.5,0,23,262.3,0,230.2,0.7,49.99,0,0,4743.1
8919962,2022-07-25 4:41:39,0,243.7,0,23,261,0,230.2,0.7,50,0,0,4743.1
8919963,2022-07-25 4:41:40,0,243,0,22,262.8,0,230.4,0.7,49.98,0,0,4743.1
8919964,2022-07-25 4:41:41,0,241.8,0,22,264,0,230.4,0.7,49.99,0,0,4743.1
8919965,2022-07-25 4:41:42,0,240.2,0,22,264.7,0,230.4,0.7,49.98,0,0,4743.1
8919966,2022-07-25 4:41:43,0,239.7,0,22,265.9,0,230.4,0.7,49.99,0,0,4743.1
8919967,2022-07-25 4:41:44,0,238.1,0,21,267.8,0,230.4,0.7,49.99,0,0,4743.1
8919968,2022-07-25 4:41:45,0,237.4,0,22,265.4,0,230.4,0.7,50,0,0,4743.1
8919969,2022-07-25 4:41:46,0,236.6,0,22,264.3,0,230.4,0.7,49.99,0,0,4743.1
8919970,2022-07-25 4:41:47,0,234.9,0,22,262.9,0,230.2,0.7,49.98,0,0,4743.1
8919971,2022-07-25 4:41:48,0,233.2,0,22,261.7,0,230.4,0.7,49.99,0,0,4743.1
8919972,2022-07-25 4:41:49,0,232.5,0,22,260.4,0,230.4,0.7,50,0,0,4743.1
8919973,2022-07-25 4:41:50,0,231.6,0,21,261.7,0,230.8,0.7,50,0,0,4743.1
8919974,2022-07-25 4:41:51,0,229.9,0,21,263.8,0,230.8,0.7,49.99,0,0,4743.1
8919975,2022-07-25 4:41:52,0,229,0,21,262.6,0,231.1,0.7,49.98,0,0,4743.1
8919976,2022-07-25 4:41:54,0,226.6,0,21,260,0,230.8,0.7,49.99,0,0,4743.1
8919977,2022-07-25 4:41:56,0,223.5,0,21,258.1,0,230.6,0.7,49.99,0,0,4743.1
8919978,2022-07-25 4:41:57,0,221.7,0,21,259.5,0,230.6,0.7,49.98,0,0,4743.1
8919979,2022-07-25 4:41:58,0,220.8,0,22,260.4,0,230.4,0.7,49.99,0,0,4743.1
8919980,2022-07-25 4:41:59,0,219.2,0,21,262,0,230.6,0.7,49.98,0,0,4743.1
8919981,2022-07-25 4:42:00,0,218.5,0,21,263.4,0,230.8,0.7,49.98,0,0,4743.1
8919982,2022-07-25 4:42:01,0,216.9,0,21,264.1,0,230.6,0.7,49.99,0,0,4743.1
8919983,2022-07-25 4:42:02,0,216.1,0,22,265.4,0,230.4,0.7,49.98,0,0,4743.1
8919984,2022-07-25 4:42:03,0,214.3,0,21,266.8,0,230.4,0.7,49.99,0,0,4743.1
8919985,2022-07-25 4:42:04,0,213,0,21,269.1,0,230.4,0.7,49.98,0,0,4743.1
8919986,2022-07-25 4:42:05,0,212.4,0,21,266.8,0,230.4,0.7,49.97,0,0,4743.1
8919987,2022-07-25 4:42:06,0,211.4,0,21,265.6,0,230.4,0.7,49.98,0,0,4743.1
8919988,2022-07-25 4:42:07,0,209.6,0,21,264.7,0,230,0.7,49.97,0,0,4743.1
8919989,2022-07-25 4:42:08,0,208.3,0,21,263.4,0,230,0.7,49.98,0,0,4743.1
8919990,2022-07-25 4:42:09,0,207.7,0,21,262,0,230.2,0.7,49.98,0,0,4743.1
8919991,2022-07-25 4:42:10,0,207.1,0,21,262,0,230.6,0.7,49.98,0,0,4743.1
8919992,2022-07-25 4:42:11,0,205.3,0,21,263.5,0,230.6,0.7,49.98,0,0,4743.1
8919993,2022-07-25 4:42:12,0,204.2,0,21,265.6,0,230.4,0.7,49.98,0,0,4743.1
8919994,2022-07-25 4:42:13,0,202.2,0,22,267.4,0,230.4,0.7,49.98,0,0,4743.1
8919995,2022-07-25 4:42:14,0,201.9,0,21,268.4,0,230.2,0.7,49.97,0,0,4743.1
8919996,2022-07-25 4:42:15,0,200.8,0,22,269,0,230,0.7,49.98,0,0,4743.1
8919997,2022-07-25 4:42:16,0,199.7,0,21,270.6,0,230.2,0.7,49.98,0,0,4743.1
8919998,2022-07-25 4:42:17,0,198.7,0,22,272.1,0,230,0.7,49.97,0,0,4743.1
8919999,2022-07-25 4:42:18,0,196.6,0,22,273.9,0,230,0.7,49.99,0,0,4743.1
8920000,2022-07-25 4:42:19,0,195.6,0,22,273.9,0,229.7,0.7,49.99,0,0,4743.1
8920001,2022-07-25 4:42:20,0,194.4,0,22,275.5,0,229.7,0.7,49.98,0,0,4743.1
8920002,2022-07-25 4:42:21,0,193.2,0,22,277.5,0,229.7,0.7,49.98,0,0,4743.1
8920003,2022-07-25 4:42:22,0,191.9,0,22,278.7,0,230,0.7,50,0,0,4743.1
8920004,2022-07-25 4:42:23,0,191.2,0,22,277.5,0,230,0.7,49.97,0,0,4743.1
8920005,2022-07-25 4:42:24,0,189.8,0,23,275.9,0,230,0.7,49.99,0,0,4743.1
8920006,2022-07-25 4:42:25,0,188.4,0,23,276.1,0,230,0.7,49.99,0,0,4743.1
8920007,2022-07-25 4:42:26,0,187.6,0,23,276.1,0,229.7,0.7,49.98,0,0,4743.1
8920008,2022-07-25 4:42:27,0,186.7,0,22,274.6,0,230.4,0.7,50.01,0,0,4743.1
8920009,2022-07-25 4:42:28,0,185.1,0,23,273.9,0,230.2,0.7,49.97,0,0,4743.1
8920010,2022-07-25 4:42:29,0,184.1,0,23,273,0,230.2,0.7,49.99,0,0,4743.1
8920011,2022-07-25 4:42:30,0,183.2,0,22,271.2,0,229.5,0.7,49.99,0,0,4743.1
8920012,2022-07-25 4:42:31,0,182,0,22,271.3,0,229.7,0.7,49.98,0,0,4743.1
8920013,2022-07-25 4:42:32,0,180.7,0,22,271.9,0,229.5,0.7,50,0,0,4743.1
8920014,2022-07-25 4:42:33,0,179.4,0,22,270.5,0,230,0.7,49.98,0,0,4743.1
8920015,2022-07-25 4:42:34,0,178.2,0,22,269,0,230,0.7,50,0,0,4743.1
8920016,2022-07-25 4:42:35,0,176.7,0,22,268.1,0,229.5,0.7,49.99,0,0,4743.1
8920017,2022-07-25 4:42:36,0,175.8,0,22,266.9,0,229.7,0.7,49.99,0,0,4743.1
8920018,2022-07-25 4:42:37,0,174.6,0,22,265.7,0,229.5,0.7,50.01,0,0,4743.1
8920019,2022-07-25 4:42:38,0,173.4,0,22,264.4,0,230,0.7,49.97,0,0,4743.1
8920020,2022-07-25 4:42:39,0,170.8,0,22,263.2,0,230.4,0.7,50,0,0,4743.1
8920021,2022-07-25 4:42:40,0,170.8,0,22,261.2,0,230.2,0.7,49.99,0,0,4743.1
8920022,2022-07-25 4:42:41,0,170.1,0,23,263.8,0,230.6,0.7,50,0,0,4743.1
8920023,2022-07-25 4:42:42,0,167.2,0,23,265.3,0,230,0.7,49.98,0,0,4743.1
8920024,2022-07-25 4:42:43,0,168.1,0,22,265.9,0,230.4,0.7,50,0,0,4743.1
8920025,2022-07-25 4:42:44,0,169.3,0,22,264.7,0,230.6,0.7,49.97,0,0,4743.1
8920026,2022-07-25 4:42:45,0,161,0,22,265.9,0,230.4,0.7,49.98,0,0,4743.1
8920027,2022-07-25 4:42:46,0,167.7,0,22,267.8,0,230.4,0.7,49.99,0,0,4743.1
8920028,2022-07-25 4:42:47,0,155.4,0,21,269.3,0,230.4,0.7,49.98,0,0,4743.1
8920029,2022-07-25 4:42:48,0,152.8,0,21,269.9,0,230,0.7,50.01,0,0,4743.1
8920030,2022-07-25 4:42:49,0,152.2,0,22,271.3,0,229.7,0.7,49.98,0,0,4743.1
8920031,2022-07-25 4:42:50,0,150.6,0,22,272.8,0,230.2,0.7,50,0,0,4743.1
8920032,2022-07-25 4:42:51,0,160.9,0,23,273.9,0,230.2,0.7,50,0,0,4743.1
8920033,2022-07-25 4:42:52,0,151.4,0,23,274.9,0,230.4,0.7,49.98,0,0,4743.1
8920034,2022-07-25 4:42:53,0,164.6,0,22,275.9,0,230.4,0.7,50,0,0,4743.1
8920035,2022-07-25 4:42:54,0,160,0,22,277.4,0,230.4,0.7,49.98,0,0,4743.1
8920036,2022-07-25 4:42:55,0,160.3,0,21,278.7,0,230.4,0.7,49.99,0,0,4743.1
8920037,2022-07-25 4:42:56,0,149.4,0,22,278.7,0,230.4,0.7,49.99,0,0,4743.1
8920038,2022-07-25 4:42:57,0,161.2,0,22,277.4,0,230.2,0.7,49.98,0,0,4743.1
8920039,2022-07-25 4:42:58,0,148.9,0,22,276.4,0,230.4,0.7,50,0,0,4743.1
8920040,2022-07-25 4:42:59,0,164.9,0,22,275.3,0,230.2,0.7,49.99,0,0,4743.1
8920041,2022-07-25 4:43:00,0,149.7,0,22,275.2,0,230.4,0.7,50,0,0,4743.1
8920042,2022-07-25 4:43:01,0,151.3,0,21,276.1,0,230.4,0.7,49.99,0,0,4743.1
8920043,2022-07-25 4:43:02,0,159.3,0,22,277.5,0,230.4,0.7,49.97,0,0,4743.1
8920044,2022-07-25 4:43:03,0,151.4,0,22,278.9,0,230.2,0.7,49.99,0,0,4743.1
8920045,2022-07-25 4:43:04,0,149.4,0,22,277.5,0,230.2,0.7,50,0,0,4743.1
8920046,2022-07-25 4:43:05,0,163.8,0,22,276.4,0,230.2,0.7,49.98,0,0,4743.1
8920047,2022-07-25 4:43:06,0,162.4,0,22,276.4,0,230.4,0.7,50,0,0,4743.1
8920048,2022-07-25 4:43:07,0,152.2,0,22,277.2,0,230.6,0.7,49.98,0,0,4743.1
8920049,2022-07-25 4:43:08,0,151.3,0,22,279.2,0,230.2,0.7,49.99,0,0,4743.1
8920050,2022-07-25 4:43:09,0,151,0,21,280.1,0,230.6,0.7,49.99,0,0,4743.1
8920051,2022-07-25 4:43:10,0,152.9,0,21,277.4,0,230.8,0.7,49.98,0,0,4743.1
8920052,2022-07-25 4:43:11,0,157.4,0,22,277.1,0,230.8,0.7,50,0,0,4743.1
8920053,2022-07-25 4:43:12,0,166.4,0,22,275.8,0,230.8,0.7,49.99,0,0,4743.1
8920054,2022-07-25 4:43:13,0,170.3,0,22,274.9,0,230.4,0.7,49.99,0,0,4743.1
8920055,2022-07-25 4:43:14,0,166.9,0,22,273.4,0,230.4,0.7,50.01,0,0,4743.1
8920056,2022-07-25 4:43:15,0,168.1,0,22,272.7,0,230.4,0.7,49.98,0,0,4743.1
8920057,2022-07-25 4:43:16,0,169.2,0,21,271.2,0,230.2,0.7,50,0,0,4743.1
8920058,2022-07-25 4:43:17,0,168.6,0,21,270.2,0,230.4,0.7,49.99,0,0,4743.1
8920059,2022-07-25 4:43:18,0,168,0,22,268.5,0,230.2,0.7,49.98,0,0,4743.1
8920060,2022-07-25 4:43:19,0,163.7,0,22,266.8,0,230.2,0.7,49.99,0,0,4743.1
8920061,2022-07-25 4:43:20,0,167.5,0,22,266,0,230.2,0.7,49.98,0,0,4743.1
8920062,2022-07-25 4:43:21,0,149.2,0,22,264.8,0,230.4,0.7,49.99,0,0,4743.1
8920063,2022-07-25 4:43:22,0,163.3,0,22,263.5,0,230.2,0.7,49.99,0,0,4743.1
8920064,2022-07-25 4:43:23,0,149.7,0,22,262,0,230.2,0.7,49.98,0,0,4743.1
8920065,2022-07-25 4:43:24,0,157.9,0,22,260.9,0,230.2,0.7,50,0,0,4743.1
8920066,2022-07-25 4:43:25,0,164.3,0,21,259.5,0,230.4,0.7,49.98,0,0,4743.1
8920067,2022-07-25 4:43:26,0,164.4,0,22,261,0,230.4,0.7,49.99,0,0,4743.1
8920068,2022-07-25 4:43:27,0,152.8,0,22,261.6,0,230.6,0.7,50,0,0,4743.1
8920069,2022-07-25 4:43:28,0,164.6,0,22,262.6,0,230.4,0.7,49.98,0,0,4743.1
8920070,2022-07-25 4:43:29,0,168.6,0,22,264.1,0,230.2,0.7,50,0,0,4743.1
8920071,2022-07-25 4:43:30,0,161.6,0,22,266,0,230.2,0.7,49.99,0,0,4743.1
8920072,2022-07-25 4:43:31,0,166.9,0,21,267.5,0,230.4,0.7,49.98,0,0,4743.1
8920073,2022-07-25 4:43:32,0,169,0,22,268.5,0,230.4,0.7,50,0,0,4743.1
8920074,2022-07-25 4:43:33,0,154.1,0,22,269.7,0,230.2,0.7,49.98,0,0,4743.1
8920075,2022-07-25 4:43:34,0,150.9,0,21,270.2,0,230.2,0.7,50,0,0,4743.1
8920076,2022-07-25 4:43:35,1,152.8,0,22,271.3,0,230.2,0.7,50.01,0,0,4743.1
8920077,2022-07-25 4:43:36,0,151.7,0,22,272.8,0,230,0.7,49.99,0,0,4743.1
8920078,2022-07-25 4:43:37,1,151.4,0,22,274.3,0,230.2,0.7,50.01,0,0,4743.1
8920079,2022-07-25 4:43:38,0,165.9,0,22,275.6,0,228.8,0.7,50,0,0,4743.1
8920080,2022-07-25 4:43:39,0,166.8,0,22,276.8,0,230,0.7,50.01,0,0,4743.1
8920081,2022-07-25 4:43:40,0,169.2,0,22,277.5,0,230,0.7,50.01,0,0,4743.1
8920082,2022-07-25 4:43:41,0,164.9,0,22,278.9,0,230,0.7,50,0,0,4743.1
8920083,2022-07-25 4:43:42,1,155.4,0,21,280.2,0,230,0.7,50.02,0,0,4743.1
8920084,2022-07-25 4:43:43,0,168,0,22,281.2,0,229.7,0.7,50,0,0,4743.1
8920085,2022-07-25 4:43:44,0,149.7,0,22,282.9,0,229.7,0.7,50.01,0,0,4743.1
8920086,2022-07-25 4:43:45,0,161.9,0,21,283.7,0,229.7,0.7,50.02,0,0,4743.1
8920087,2022-07-25 4:43:46,0,161.8,0,22,284.6,0,229.5,0.7,49.99,0,0,4743.1
8920088,2022-07-25 4:43:47,0,157.4,0,23,285.5,0,229.5,0.7,50.01,0,0,4743.1
8920089,2022-07-25 4:43:48,1,152.6,0,21,287.1,0,229.3,0.7,49.99,0,0,4743.1
8920090,2022-07-25 4:43:49,0,151.6,0,22,285.5,0,229.3,0.7,50.02,0,0,4743.1
8920091,2022-07-25 4:43:50,0,161.8,0,22,284.8,0,229.3,0.7,50,0,0,4743.1
8920092,2022-07-25 4:43:51,0,150.3,0,21,283.2,0,230,0.7,50,0,0,4743.1
8920093,2022-07-25 4:43:52,1,155.4,0,22,284.8,0,229.3,0.7,50.02,0,0,4743.1
8920094,2022-07-25 4:43:53,1,160,0,22,284.8,0,229.5,0.7,50,0,0,4743.1
8920095,2022-07-25 4:43:54,0,166.2,0,22,283.3,0,229.5,0.7,50.01,0,0,4743.1
8920096,2022-07-25 4:43:55,0,166.4,0,22,282.4,0,229.3,0.7,50,0,0,4743.1
8920097,2022-07-25 4:43:56,1,163.7,0,23,279.8,0,229.5,0.7,50.01,0,0,4743.1
8920098,2022-07-25 4:43:57,1,156.3,0,22,279.3,0,229.3,0.7,50.01,0,0,4743.1
8920099,2022-07-25 4:43:58,1,161.3,0,22,277.4,0,229.3,0.7,50,0,0,4743.1
8920100,2022-07-25 4:43:59,2,161.6,0,23,277.1,0,229.7,0.7,50.01,0,0,4743.1
8920101,2022-07-25 4:44:00,0,164.3,0,22,275.2,0,229.5,0.7,49.99,0,0,4743.1
8920102,2022-07-25 4:44:01,1,162.8,0,22,274,0,229.3,0.7,49.99,0,0,4743.1
8920103,2022-07-25 4:44:02,0,165.8,0,22,273.6,0,229.3,0.7,50.01,0,0,4743.1
8920104,2022-07-25 4:44:03,0,168.4,0,23,272.5,0,229.3,0.7,50,0,0,4743.1
8920105,2022-07-25 4:44:04,0,164.4,0,21,270.6,0,229.3,0.7,50,0,0,4743.1
8920106,2022-07-25 4:44:05,0,165.8,0,22,269.4,0,229.5,0.7,49.98,0,0,4743.1
8920107,2022-07-25 4:44:06,0,169,0,22,268.4,0,229.3,0.7,49.99,0,0,4743.1
8920108,2022-07-25 4:44:07,0,155.3,0,22,267.1,0,229.5,0.7,49.99,0,0,4743.1
8920109,2022-07-25 4:44:08,0,166.7,0,22,266,0,229.5,0.7,49.98,0,0,4743.1
8920110,2022-07-25 4:44:09,0,168.4,0,22,265.3,0,229.7,0.7,50,0,0,4743.1
8920111,2022-07-25 4:44:10,0,163.7,0,22,264,0,229.7,0.7,49.97,0,0,4743.1
8920112,2022-07-25 4:44:11,0,161.6,0,23,262.6,0,229.7,0.7,50,0,0,4743.1
8920113,2022-07-25 4:44:12,0,165.3,0,23,261.9,0,229.7,0.7,49.96,0,0,4743.1
8920114,2022-07-25 4:44:13,0,167.7,0,22,260.6,0,229.7,0.7,49.98,0,0,4743.1
8920115,2022-07-25 4:44:14,0,171.1,0,22,259.1,0,229.7,0.7,49.99,0,0,4743.1
8920116,2022-07-25 4:44:15,0,171.7,0,22,258.3,0,229.7,0.7,49.97,0,0,4743.1
8920117,2022-07-25 4:44:16,0,171.5,0,22,256.7,0,230,0.7,49.99,0,0,4743.1
8920118,2022-07-25 4:44:17,0,172.9,0,22,255.8,0,229.5,0.7,49.96,0,0,4743.1
8920119,2022-07-25 4:44:18,0,173.4,0,22,254.1,0,229.5,0.7,49.97,0,0,4743.1
8920120,2022-07-25 4:44:19,0,176.3,0,22,252.4,0,229.5,0.7,49.99,0,0,4743.1
8920121,2022-07-25 4:44:20,0,176.7,0,23,252.6,0,229.5,0.7,49.97,0,0,4743.1
8920122,2022-07-25 4:44:21,0,177.3,0,22,250.8,0,229.5,0.7,49.99,0,0,4743.1
8920123,2022-07-25 4:44:22,0,179.4,0,22,252.6,0,229.5,0.7,49.97,0,0,4743.1
8920124,2022-07-25 4:44:23,0,180.5,0,22,253.5,0,229.7,0.7,49.99,0,0,4743.1
8920125,2022-07-25 4:44:24,0,181.3,0,22,254.5,0,229.7,0.7,49.99,0,0,4743.1
8920126,2022-07-25 4:44:25,0,182.9,0,22,256.1,0,229.5,0.7,49.97,0,0,4743.1
8920127,2022-07-25 4:44:26,0,184.5,0,22,257.2,0,229.5,0.7,49.99,0,0,4743.1
8920128,2022-07-25 4:44:27,0,184.7,0,22,258.8,0,229.7,0.7,49.99,0,0,4743.1
8920129,2022-07-25 4:44:28,0,185.8,0,22,259.7,0,229.5,0.7,49.99,0,0,4743.1
8920130,2022-07-25 4:44:30,0,187.2,0,23,261.2,0,229.7,0.7,49.98,0,0,4743.1
8920131,2022-07-25 4:44:31,0,188.2,0,22,259.7,0,229.7,0.7,49.99,0,0,4743.1
8920132,2022-07-25 4:44:32,0,189.4,0,22,258.2,0,229.5,0.7,50.01,0,0,4743.1
8920133,2022-07-25 4:44:33,0,191.5,0,22,258.1,0,229.5,0.7,49.97,0,0,4743.1
8920134,2022-07-25 4:44:34,0,192.3,0,22,256.4,0,229.5,0.7,50.01,0,0,4743.1
8920135,2022-07-25 4:44:35,0,193.4,0,22,255.7,0,229.7,0.7,49.97,0,0,4743.1
8920136,2022-07-25 4:44:36,0,195.2,0,22,254.1,0,229.5,0.7,49.99,0,0,4743.1
