HOY;DOY;Month;Day;Hour;Global_irradiance;Direct_irradiance;Diffuse_irradiance
1;1;1;1;1;0.0;0;0.0
2;1;1;1;2;0.0;0;0.0
3;1;1;1;3;0.0;0;0.0
4;1;1;1;4;0.0;0;0.0
5;1;1;1;5;0.0;0;0.0
6;1;1;1;6;0.0;0;0.0
7;1;1;1;7;0.0;0;0.0
8;1;1;1;8;0.0;0;0.0
9;1;1;1;9;0.0;0;0.0
10;1;1;1;10;0.0;0;0.0
11;1;1;1;11;0.011111111111111;0;0.011111111111111
12;1;1;1;12;0.025;0;0.025
13;1;1;1;13;0.025;0;0.025
14;1;1;1;14;0.011111111111111;0;0.011111111111111
15;1;1;1;15;0.0;0;0.0
16;1;1;1;16;0.0;0;0.0
17;1;1;1;17;0.0;0;0.0
18;1;1;1;18;0.0;0;0.0
19;1;1;1;19;0.0;0;0.0
20;1;1;1;20;0.0;0;0.0
21;1;1;1;21;0.0;0;0.0
22;1;1;1;22;0.0;0;0.0
23;1;1;1;23;0.0;0;0.0
24;1;1;1;24;0.0;0;0.0
25;2;1;2;1;0.0;0;0.0
26;2;1;2;2;0.0;0;0.0
27;2;1;2;3;0.0;0;0.0
28;2;1;2;4;0.0;0;0.0
29;2;1;2;5;0.0;0;0.0
30;2;1;2;6;0.0;0;0.0
31;2;1;2;7;0.0;0;0.0
32;2;1;2;8;0.0;0;0.0
33;2;1;2;9;0.0;0;0.0
34;2;1;2;10;0.0;0;0.0
35;2;1;2;11;0.011111111111111;0;0.011111111111111
36;2;1;2;12;0.025;0;0.025
37;2;1;2;13;0.025;0;0.025
38;2;1;2;14;0.011111111111111;0;0.011111111111111
39;2;1;2;15;0.0;0;0.0
40;2;1;2;16;0.0;0;0.0
41;2;1;2;17;0.0;0;0.0
42;2;1;2;18;0.0;0;0.0
43;2;1;2;19;0.0;0;0.0
44;2;1;2;20;0.0;0;0.0
45;2;1;2;21;0.0;0;0.0
46;2;1;2;22;0.0;0;0.0
47;2;1;2;23;0.0;0;0.0
48;2;1;2;24;0.0;0;0.0
49;3;1;3;1;0.0;0;0.0
50;3;1;3;2;0.0;0;0.0
51;3;1;3;3;0.0;0;0.0
52;3;1;3;4;0.0;0;0.0
53;3;1;3;5;0.0;0;0.0
54;3;1;3;6;0.0;0;0.0
55;3;1;3;7;0.0;0;0.0
56;3;1;3;8;0.0;0;0.0
57;3;1;3;9;0.0;0;0.0
58;3;1;3;10;0.0;0;0.0
59;3;1;3;11;0.011111111111111;0;0.011111111111111
60;3;1;3;12;0.025;0;0.025
61;3;1;3;13;0.025;0;0.025
62;3;1;3;14;0.011111111111111;0;0.011111111111111
63;3;1;3;15;0.0;0;0.0
64;3;1;3;16;0.0;0;0.0
65;3;1;3;17;0.0;0;0.0
66;3;1;3;18;0.0;0;0.0
67;3;1;3;19;0.0;0;0.0
68;3;1;3;20;0.0;0;0.0
69;3;1;3;21;0.0;0;0.0
70;3;1;3;22;0.0;0;0.0
71;3;1;3;23;0.0;0;0.0
72;3;1;3;24;0.0;0;0.0
73;4;1;4;1;0.0;0;0.0
74;4;1;4;2;0.0;0;0.0
75;4;1;4;3;0.0;0;0.0
76;4;1;4;4;0.0;0;0.0
77;4;1;4;5;0.0;0;0.0
78;4;1;4;6;0.0;0;0.0
79;4;1;4;7;0.0;0;0.0
80;4;1;4;8;0.0;0;0.0
81;4;1;4;9;0.0;0;0.0
82;4;1;4;10;0.0;0;0.0
83;4;1;4;11;0.011111111111111;0;0.011111111111111
84;4;1;4;12;0.025;0;0.025
85;4;1;4;13;0.025;0;0.025
86;4;1;4;14;0.011111111111111;0;0.011111111111111
87;4;1;4;15;0.0;0;0.0
88;4;1;4;16;0.0;0;0.0
89;4;1;4;17;0.0;0;0.0
90;4;1;4;18;0.0;0;0.0
91;4;1;4;19;0.0;0;0.0
92;4;1;4;20;0.0;0;0.0
93;4;1;4;21;0.0;0;0.0
94;4;1;4;22;0.0;0;0.0
95;4;1;4;23;0.0;0;0.0
96;4;1;4;24;0.0;0;0.0
97;5;1;5;1;0.0;0;0.0
98;5;1;5;2;0.0;0;0.0
99;5;1;5;3;0.0;0;0.0
100;5;1;5;4;0.0;0;0.0
101;5;1;5;5;0.0;0;0.0
102;5;1;5;6;0.0;0;0.0
103;5;1;5;7;0.0;0;0.0
104;5;1;5;8;0.0;0;0.0
105;5;1;5;9;0.0;0;0.0
106;5;1;5;10;0.0;0;0.0
107;5;1;5;11;0.011111111111111;0;0.011111111111111
108;5;1;5;12;0.025;0;0.025
109;5;1;5;13;0.025;0;0.025
110;5;1;5;14;0.011111111111111;0;0.011111111111111
111;5;1;5;15;0.0;0;0.0
112;5;1;5;16;0.0;0;0.0
113;5;1;5;17;0.0;0;0.0
114;5;1;5;18;0.0;0;0.0
115;5;1;5;19;0.0;0;0.0
116;5;1;5;20;0.0;0;0.0
117;5;1;5;21;0.0;0;0.0
118;5;1;5;22;0.0;0;0.0
119;5;1;5;23;0.0;0;0.0
120;5;1;5;24;0.0;0;0.0
121;6;1;6;1;0.0;0;0.0
122;6;1;6;2;0.0;0;0.0
123;6;1;6;3;0.0;0;0.0
124;6;1;6;4;0.0;0;0.0
125;6;1;6;5;0.0;0;0.0
126;6;1;6;6;0.0;0;0.0
127;6;1;6;7;0.0;0;0.0
128;6;1;6;8;0.0;0;0.0
129;6;1;6;9;0.0;0;0.0
130;6;1;6;10;0.0;0;0.0
131;6;1;6;11;0.011111111111111;0;0.011111111111111
132;6;1;6;12;0.025;0;0.025
133;6;1;6;13;0.025;0;0.025
134;6;1;6;14;0.011111111111111;0;0.011111111111111
135;6;1;6;15;0.0;0;0.0
136;6;1;6;16;0.0;0;0.0
137;6;1;6;17;0.0;0;0.0
138;6;1;6;18;0.0;0;0.0
139;6;1;6;19;0.0;0;0.0
140;6;1;6;20;0.0;0;0.0
141;6;1;6;21;0.0;0;0.0
142;6;1;6;22;0.0;0;0.0
143;6;1;6;23;0.0;0;0.0
144;6;1;6;24;0.0;0;0.0
145;7;1;7;1;0.0;0;0.0
146;7;1;7;2;0.0;0;0.0
147;7;1;7;3;0.0;0;0.0
148;7;1;7;4;0.0;0;0.0
149;7;1;7;5;0.0;0;0.0
150;7;1;7;6;0.0;0;0.0
151;7;1;7;7;0.0;0;0.0
152;7;1;7;8;0.0;0;0.0
153;7;1;7;9;0.0;0;0.0
154;7;1;7;10;0.0;0;0.0
155;7;1;7;11;0.011111111111111;0;0.011111111111111
156;7;1;7;12;0.025;0;0.025
157;7;1;7;13;0.025;0;0.025
158;7;1;7;14;0.011111111111111;0;0.011111111111111
159;7;1;7;15;0.0;0;0.0
160;7;1;7;16;0.0;0;0.0
161;7;1;7;17;0.0;0;0.0
162;7;1;7;18;0.0;0;0.0
163;7;1;7;19;0.0;0;0.0
164;7;1;7;20;0.0;0;0.0
165;7;1;7;21;0.0;0;0.0
166;7;1;7;22;0.0;0;0.0
167;7;1;7;23;0.0;0;0.0
168;7;1;7;24;0.0;0;0.0
169;8;1;8;1;0.0;0;0.0
170;8;1;8;2;0.0;0;0.0
171;8;1;8;3;0.0;0;0.0
172;8;1;8;4;0.0;0;0.0
173;8;1;8;5;0.0;0;0.0
174;8;1;8;6;0.0;0;0.0
175;8;1;8;7;0.0;0;0.0
176;8;1;8;8;0.0;0;0.0
177;8;1;8;9;0.0;0;0.0
178;8;1;8;10;0.0;0;0.0
179;8;1;8;11;0.011111111111111;0;0.011111111111111
180;8;1;8;12;0.025;0;0.025
181;8;1;8;13;0.025;0;0.025
182;8;1;8;14;0.011111111111111;0;0.011111111111111
183;8;1;8;15;0.0;0;0.0
184;8;1;8;16;0.0;0;0.0
185;8;1;8;17;0.0;0;0.0
186;8;1;8;18;0.0;0;0.0
187;8;1;8;19;0.0;0;0.0
188;8;1;8;20;0.0;0;0.0
189;8;1;8;21;0.0;0;0.0
190;8;1;8;22;0.0;0;0.0
191;8;1;8;23;0.0;0;0.0
192;8;1;8;24;0.0;0;0.0
193;9;1;9;1;0.0;0;0.0
194;9;1;9;2;0.0;0;0.0
195;9;1;9;3;0.0;0;0.0
196;9;1;9;4;0.0;0;0.0
197;9;1;9;5;0.0;0;0.0
198;9;1;9;6;0.0;0;0.0
199;9;1;9;7;0.0;0;0.0
200;9;1;9;8;0.0;0;0.0
201;9;1;9;9;0.0;0;0.0
202;9;1;9;10;0.0;0;0.0
203;9;1;9;11;0.011111111111111;0;0.011111111111111
204;9;1;9;12;0.025;0;0.025
205;9;1;9;13;0.025;0;0.025
206;9;1;9;14;0.011111111111111;0;0.011111111111111
207;9;1;9;15;0.0;0;0.0
208;9;1;9;16;0.0;0;0.0
209;9;1;9;17;0.0;0;0.0
210;9;1;9;18;0.0;0;0.0
211;9;1;9;19;0.0;0;0.0
212;9;1;9;20;0.0;0;0.0
213;9;1;9;21;0.0;0;0.0
214;9;1;9;22;0.0;0;0.0
215;9;1;9;23;0.0;0;0.0
216;9;1;9;24;0.0;0;0.0
217;10;1;10;1;0.0;0;0.0
218;10;1;10;2;0.0;0;0.0
219;10;1;10;3;0.0;0;0.0
220;10;1;10;4;0.0;0;0.0
221;10;1;10;5;0.0;0;0.0
222;10;1;10;6;0.0;0;0.0
223;10;1;10;7;0.0;0;0.0
224;10;1;10;8;0.0;0;0.0
225;10;1;10;9;0.0;0;0.0
226;10;1;10;10;0.0;0;0.0
227;10;1;10;11;0.011111111111111;0;0.011111111111111
228;10;1;10;12;0.025;0;0.025
229;10;1;10;13;0.025;0;0.025
230;10;1;10;14;0.011111111111111;0;0.011111111111111
231;10;1;10;15;0.0;0;0.0
232;10;1;10;16;0.0;0;0.0
233;10;1;10;17;0.0;0;0.0
234;10;1;10;18;0.0;0;0.0
235;10;1;10;19;0.0;0;0.0
236;10;1;10;20;0.0;0;0.0
237;10;1;10;21;0.0;0;0.0
238;10;1;10;22;0.0;0;0.0
239;10;1;10;23;0.0;0;0.0
240;10;1;10;24;0.0;0;0.0
241;11;1;11;1;0.0;0;0.0
242;11;1;11;2;0.0;0;0.0
243;11;1;11;3;0.0;0;0.0
244;11;1;11;4;0.0;0;0.0
245;11;1;11;5;0.0;0;0.0
246;11;1;11;6;0.0;0;0.0
247;11;1;11;7;0.0;0;0.0
248;11;1;11;8;0.0;0;0.0
249;11;1;11;9;0.0;0;0.0
250;11;1;11;10;0.0;0;0.0
251;11;1;11;11;0.011111111111111;0;0.011111111111111
252;11;1;11;12;0.025;0;0.025
253;11;1;11;13;0.025;0;0.025
254;11;1;11;14;0.011111111111111;0;0.011111111111111
255;11;1;11;15;0.0;0;0.0
256;11;1;11;16;0.0;0;0.0
257;11;1;11;17;0.0;0;0.0
258;11;1;11;18;0.0;0;0.0
259;11;1;11;19;0.0;0;0.0
260;11;1;11;20;0.0;0;0.0
261;11;1;11;21;0.0;0;0.0
262;11;1;11;22;0.0;0;0.0
263;11;1;11;23;0.0;0;0.0
264;11;1;11;24;0.0;0;0.0
265;12;1;12;1;0.0;0;0.0
266;12;1;12;2;0.0;0;0.0
267;12;1;12;3;0.0;0;0.0
268;12;1;12;4;0.0;0;0.0
269;12;1;12;5;0.0;0;0.0
270;12;1;12;6;0.0;0;0.0
271;12;1;12;7;0.0;0;0.0
272;12;1;12;8;0.0;0;0.0
273;12;1;12;9;0.0;0;0.0
274;12;1;12;10;0.0;0;0.0
275;12;1;12;11;0.011111111111111;0;0.011111111111111
276;12;1;12;12;0.025;0;0.025
277;12;1;12;13;0.025;0;0.025
278;12;1;12;14;0.011111111111111;0;0.011111111111111
279;12;1;12;15;0.0;0;0.0
280;12;1;12;16;0.0;0;0.0
281;12;1;12;17;0.0;0;0.0
282;12;1;12;18;0.0;0;0.0
283;12;1;12;19;0.0;0;0.0
284;12;1;12;20;0.0;0;0.0
285;12;1;12;21;0.0;0;0.0
286;12;1;12;22;0.0;0;0.0
287;12;1;12;23;0.0;0;0.0
288;12;1;12;24;0.0;0;0.0
289;13;1;13;1;0.0;0;0.0
290;13;1;13;2;0.0;0;0.0
291;13;1;13;3;0.0;0;0.0
292;13;1;13;4;0.0;0;0.0
293;13;1;13;5;0.0;0;0.0
294;13;1;13;6;0.0;0;0.0
295;13;1;13;7;0.0;0;0.0
296;13;1;13;8;0.0;0;0.0
297;13;1;13;9;0.0;0;0.0
298;13;1;13;10;0.0;0;0.0
299;13;1;13;11;0.011111111111111;0;0.011111111111111
300;13;1;13;12;0.025;0;0.025
301;13;1;13;13;0.025;0;0.025
302;13;1;13;14;0.011111111111111;0;0.011111111111111
303;13;1;13;15;0.0;0;0.0
304;13;1;13;16;0.0;0;0.0
305;13;1;13;17;0.0;0;0.0
306;13;1;13;18;0.0;0;0.0
307;13;1;13;19;0.0;0;0.0
308;13;1;13;20;0.0;0;0.0
309;13;1;13;21;0.0;0;0.0
310;13;1;13;22;0.0;0;0.0
311;13;1;13;23;0.0;0;0.0
312;13;1;13;24;0.0;0;0.0
313;14;1;14;1;0.0;0;0.0
314;14;1;14;2;0.0;0;0.0
315;14;1;14;3;0.0;0;0.0
316;14;1;14;4;0.0;0;0.0
317;14;1;14;5;0.0;0;0.0
318;14;1;14;6;0.0;0;0.0
319;14;1;14;7;0.0;0;0.0
320;14;1;14;8;0.0;0;0.0
321;14;1;14;9;0.0;0;0.0
322;14;1;14;10;0.0;0;0.0
323;14;1;14;11;0.011111111111111;0;0.011111111111111
324;14;1;14;12;0.025;0;0.025
325;14;1;14;13;0.025;0;0.025
326;14;1;14;14;0.011111111111111;0;0.011111111111111
327;14;1;14;15;0.0;0;0.0
328;14;1;14;16;0.0;0;0.0
329;14;1;14;17;0.0;0;0.0
330;14;1;14;18;0.0;0;0.0
331;14;1;14;19;0.0;0;0.0
332;14;1;14;20;0.0;0;0.0
333;14;1;14;21;0.0;0;0.0
334;14;1;14;22;0.0;0;0.0
335;14;1;14;23;0.0;0;0.0
336;14;1;14;24;0.0;0;0.0
337;15;1;15;1;0.0;0;0.0
338;15;1;15;2;0.0;0;0.0
339;15;1;15;3;0.0;0;0.0
340;15;1;15;4;0.0;0;0.0
341;15;1;15;5;0.0;0;0.0
342;15;1;15;6;0.0;0;0.0
343;15;1;15;7;0.0;0;0.0
344;15;1;15;8;0.0;0;0.0
345;15;1;15;9;0.0;0;0.0
346;15;1;15;10;0.0;0;0.0
347;15;1;15;11;0.011111111111111;0;0.011111111111111
348;15;1;15;12;0.025;0;0.025
349;15;1;15;13;0.025;0;0.025
350;15;1;15;14;0.011111111111111;0;0.011111111111111
351;15;1;15;15;0.0;0;0.0
352;15;1;15;16;0.0;0;0.0
353;15;1;15;17;0.0;0;0.0
354;15;1;15;18;0.0;0;0.0
355;15;1;15;19;0.0;0;0.0
356;15;1;15;20;0.0;0;0.0
357;15;1;15;21;0.0;0;0.0
358;15;1;15;22;0.0;0;0.0
359;15;1;15;23;0.0;0;0.0
360;15;1;15;24;0.0;0;0.0
361;16;1;16;1;0.0;0;0.0
362;16;1;16;2;0.0;0;0.0
363;16;1;16;3;0.0;0;0.0
364;16;1;16;4;0.0;0;0.0
365;16;1;16;5;0.0;0;0.0
366;16;1;16;6;0.0;0;0.0
367;16;1;16;7;0.0;0;0.0
368;16;1;16;8;0.0;0;0.0
369;16;1;16;9;0.0;0;0.0
370;16;1;16;10;0.0;0;0.0
371;16;1;16;11;0.011111111111111;0;0.011111111111111
372;16;1;16;12;0.025;0;0.025
373;16;1;16;13;0.025;0;0.025
374;16;1;16;14;0.011111111111111;0;0.011111111111111
375;16;1;16;15;0.0;0;0.0
376;16;1;16;16;0.0;0;0.0
377;16;1;16;17;0.0;0;0.0
378;16;1;16;18;0.0;0;0.0
379;16;1;16;19;0.0;0;0.0
380;16;1;16;20;0.0;0;0.0
381;16;1;16;21;0.0;0;0.0
382;16;1;16;22;0.0;0;0.0
383;16;1;16;23;0.0;0;0.0
384;16;1;16;24;0.0;0;0.0
385;17;1;17;1;0.0;0;0.0
386;17;1;17;2;0.0;0;0.0
387;17;1;17;3;0.0;0;0.0
388;17;1;17;4;0.0;0;0.0
389;17;1;17;5;0.0;0;0.0
390;17;1;17;6;0.0;0;0.0
391;17;1;17;7;0.0;0;0.0
392;17;1;17;8;0.0;0;0.0
393;17;1;17;9;0.0;0;0.0
394;17;1;17;10;0.0;0;0.0
395;17;1;17;11;0.011111111111111;0;0.011111111111111
396;17;1;17;12;0.025;0;0.025
397;17;1;17;13;0.025;0;0.025
398;17;1;17;14;0.011111111111111;0;0.011111111111111
399;17;1;17;15;0.0;0;0.0
400;17;1;17;16;0.0;0;0.0
401;17;1;17;17;0.0;0;0.0
402;17;1;17;18;0.0;0;0.0
403;17;1;17;19;0.0;0;0.0
404;17;1;17;20;0.0;0;0.0
405;17;1;17;21;0.0;0;0.0
406;17;1;17;22;0.0;0;0.0
407;17;1;17;23;0.0;0;0.0
408;17;1;17;24;0.0;0;0.0
409;18;1;18;1;0.0;0;0.0
410;18;1;18;2;0.0;0;0.0
411;18;1;18;3;0.0;0;0.0
412;18;1;18;4;0.0;0;0.0
413;18;1;18;5;0.0;0;0.0
414;18;1;18;6;0.0;0;0.0
415;18;1;18;7;0.0;0;0.0
416;18;1;18;8;0.0;0;0.0
417;18;1;18;9;0.0;0;0.0
418;18;1;18;10;0.0;0;0.0
419;18;1;18;11;0.011111111111111;0;0.011111111111111
420;18;1;18;12;0.025;0;0.025
421;18;1;18;13;0.025;0;0.025
422;18;1;18;14;0.011111111111111;0;0.011111111111111
423;18;1;18;15;0.0;0;0.0
424;18;1;18;16;0.0;0;0.0
425;18;1;18;17;0.0;0;0.0
426;18;1;18;18;0.0;0;0.0
427;18;1;18;19;0.0;0;0.0
428;18;1;18;20;0.0;0;0.0
429;18;1;18;21;0.0;0;0.0
430;18;1;18;22;0.0;0;0.0
431;18;1;18;23;0.0;0;0.0
432;18;1;18;24;0.0;0;0.0
433;19;1;19;1;0.0;0;0.0
434;19;1;19;2;0.0;0;0.0
435;19;1;19;3;0.0;0;0.0
436;19;1;19;4;0.0;0;0.0
437;19;1;19;5;0.0;0;0.0
438;19;1;19;6;0.0;0;0.0
439;19;1;19;7;0.0;0;0.0
440;19;1;19;8;0.0;0;0.0
441;19;1;19;9;0.0;0;0.0
442;19;1;19;10;0.0;0;0.0
443;19;1;19;11;0.011111111111111;0;0.011111111111111
444;19;1;19;12;0.025;0;0.025
445;19;1;19;13;0.025;0;0.025
446;19;1;19;14;0.011111111111111;0;0.011111111111111
447;19;1;19;15;0.0;0;0.0
448;19;1;19;16;0.0;0;0.0
449;19;1;19;17;0.0;0;0.0
450;19;1;19;18;0.0;0;0.0
451;19;1;19;19;0.0;0;0.0
452;19;1;19;20;0.0;0;0.0
453;19;1;19;21;0.0;0;0.0
454;19;1;19;22;0.0;0;0.0
455;19;1;19;23;0.0;0;0.0
456;19;1;19;24;0.0;0;0.0
457;20;1;20;1;0.0;0;0.0
458;20;1;20;2;0.0;0;0.0
459;20;1;20;3;0.0;0;0.0
460;20;1;20;4;0.0;0;0.0
461;20;1;20;5;0.0;0;0.0
462;20;1;20;6;0.0;0;0.0
463;20;1;20;7;0.0;0;0.0
464;20;1;20;8;0.0;0;0.0
465;20;1;20;9;0.0;0;0.0
466;20;1;20;10;0.0;0;0.0
467;20;1;20;11;0.011111111111111;0;0.011111111111111
468;20;1;20;12;0.025;0;0.025
469;20;1;20;13;0.025;0;0.025
470;20;1;20;14;0.011111111111111;0;0.011111111111111
471;20;1;20;15;0.0;0;0.0
472;20;1;20;16;0.0;0;0.0
473;20;1;20;17;0.0;0;0.0
474;20;1;20;18;0.0;0;0.0
475;20;1;20;19;0.0;0;0.0
476;20;1;20;20;0.0;0;0.0
477;20;1;20;21;0.0;0;0.0
478;20;1;20;22;0.0;0;0.0
479;20;1;20;23;0.0;0;0.0
480;20;1;20;24;0.0;0;0.0
481;21;1;21;1;0.0;0;0.0
482;21;1;21;2;0.0;0;0.0
483;21;1;21;3;0.0;0;0.0
484;21;1;21;4;0.0;0;0.0
485;21;1;21;5;0.0;0;0.0
486;21;1;21;6;0.0;0;0.0
487;21;1;21;7;0.0;0;0.0
488;21;1;21;8;0.0;0;0.0
489;21;1;21;9;0.0;0;0.0
490;21;1;21;10;0.0;0;0.0
491;21;1;21;11;0.011111111111111;0;0.011111111111111
492;21;1;21;12;0.025;0;0.025
493;21;1;21;13;0.025;0;0.025
494;21;1;21;14;0.011111111111111;0;0.011111111111111
495;21;1;21;15;0.0;0;0.0
496;21;1;21;16;0.0;0;0.0
497;21;1;21;17;0.0;0;0.0
498;21;1;21;18;0.0;0;0.0
499;21;1;21;19;0.0;0;0.0
500;21;1;21;20;0.0;0;0.0
501;21;1;21;21;0.0;0;0.0
502;21;1;21;22;0.0;0;0.0
503;21;1;21;23;0.0;0;0.0
504;21;1;21;24;0.0;0;0.0
505;22;1;22;1;0.0;0;0.0
506;22;1;22;2;0.0;0;0.0
507;22;1;22;3;0.0;0;0.0
508;22;1;22;4;0.0;0;0.0
509;22;1;22;5;0.0;0;0.0
510;22;1;22;6;0.0;0;0.0
511;22;1;22;7;0.0;0;0.0
512;22;1;22;8;0.0;0;0.0
513;22;1;22;9;0.0;0;0.0
514;22;1;22;10;0.0;0;0.0
515;22;1;22;11;0.011111111111111;0;0.011111111111111
516;22;1;22;12;0.025;0;0.025
517;22;1;22;13;0.025;0;0.025
518;22;1;22;14;0.011111111111111;0;0.011111111111111
519;22;1;22;15;0.0;0;0.0
520;22;1;22;16;0.0;0;0.0
521;22;1;22;17;0.0;0;0.0
522;22;1;22;18;0.0;0;0.0
523;22;1;22;19;0.0;0;0.0
524;22;1;22;20;0.0;0;0.0
525;22;1;22;21;0.0;0;0.0
526;22;1;22;22;0.0;0;0.0
527;22;1;22;23;0.0;0;0.0
528;22;1;22;24;0.0;0;0.0
529;23;1;23;1;0.0;0;0.0
530;23;1;23;2;0.0;0;0.0
531;23;1;23;3;0.0;0;0.0
532;23;1;23;4;0.0;0;0.0
533;23;1;23;5;0.0;0;0.0
534;23;1;23;6;0.0;0;0.0
535;23;1;23;7;0.0;0;0.0
536;23;1;23;8;0.0;0;0.0
537;23;1;23;9;0.0;0;0.0
538;23;1;23;10;0.0;0;0.0
539;23;1;23;11;0.011111111111111;0;0.011111111111111
540;23;1;23;12;0.025;0;0.025
541;23;1;23;13;0.025;0;0.025
542;23;1;23;14;0.011111111111111;0;0.011111111111111
543;23;1;23;15;0.0;0;0.0
544;23;1;23;16;0.0;0;0.0
545;23;1;23;17;0.0;0;0.0
546;23;1;23;18;0.0;0;0.0
547;23;1;23;19;0.0;0;0.0
548;23;1;23;20;0.0;0;0.0
549;23;1;23;21;0.0;0;0.0
550;23;1;23;22;0.0;0;0.0
551;23;1;23;23;0.0;0;0.0
552;23;1;23;24;0.0;0;0.0
553;24;1;24;1;0.0;0;0.0
554;24;1;24;2;0.0;0;0.0
555;24;1;24;3;0.0;0;0.0
556;24;1;24;4;0.0;0;0.0
557;24;1;24;5;0.0;0;0.0
558;24;1;24;6;0.0;0;0.0
559;24;1;24;7;0.0;0;0.0
560;24;1;24;8;0.0;0;0.0
561;24;1;24;9;0.0;0;0.0
562;24;1;24;10;0.0;0;0.0
563;24;1;24;11;0.011111111111111;0;0.011111111111111
564;24;1;24;12;0.025;0;0.025
565;24;1;24;13;0.025;0;0.025
566;24;1;24;14;0.011111111111111;0;0.011111111111111
567;24;1;24;15;0.0;0;0.0
568;24;1;24;16;0.0;0;0.0
569;24;1;24;17;0.0;0;0.0
570;24;1;24;18;0.0;0;0.0
571;24;1;24;19;0.0;0;0.0
572;24;1;24;20;0.0;0;0.0
573;24;1;24;21;0.0;0;0.0
574;24;1;24;22;0.0;0;0.0
575;24;1;24;23;0.0;0;0.0
576;24;1;24;24;0.0;0;0.0
577;25;1;25;1;0.0;0;0.0
578;25;1;25;2;0.0;0;0.0
579;25;1;25;3;0.0;0;0.0
580;25;1;25;4;0.0;0;0.0
581;25;1;25;5;0.0;0;0.0
582;25;1;25;6;0.0;0;0.0
583;25;1;25;7;0.0;0;0.0
584;25;1;25;8;0.0;0;0.0
585;25;1;25;9;0.0;0;0.0
586;25;1;25;10;0.0;0;0.0
587;25;1;25;11;0.011111111111111;0;0.011111111111111
588;25;1;25;12;0.025;0;0.025
589;25;1;25;13;0.025;0;0.025
590;25;1;25;14;0.011111111111111;0;0.011111111111111
591;25;1;25;15;0.0;0;0.0
592;25;1;25;16;0.0;0;0.0
593;25;1;25;17;0.0;0;0.0
594;25;1;25;18;0.0;0;0.0
595;25;1;25;19;0.0;0;0.0
596;25;1;25;20;0.0;0;0.0
597;25;1;25;21;0.0;0;0.0
598;25;1;25;22;0.0;0;0.0
599;25;1;25;23;0.0;0;0.0
600;25;1;25;24;0.0;0;0.0
601;26;1;26;1;0.0;0;0.0
602;26;1;26;2;0.0;0;0.0
603;26;1;26;3;0.0;0;0.0
604;26;1;26;4;0.0;0;0.0
605;26;1;26;5;0.0;0;0.0
606;26;1;26;6;0.0;0;0.0
607;26;1;26;7;0.0;0;0.0
608;26;1;26;8;0.0;0;0.0
609;26;1;26;9;0.0;0;0.0
610;26;1;26;10;0.0;0;0.0
611;26;1;26;11;0.011111111111111;0;0.011111111111111
612;26;1;26;12;0.025;0;0.025
613;26;1;26;13;0.025;0;0.025
614;26;1;26;14;0.011111111111111;0;0.011111111111111
615;26;1;26;15;0.0;0;0.0
616;26;1;26;16;0.0;0;0.0
617;26;1;26;17;0.0;0;0.0
618;26;1;26;18;0.0;0;0.0
619;26;1;26;19;0.0;0;0.0
620;26;1;26;20;0.0;0;0.0
621;26;1;26;21;0.0;0;0.0
622;26;1;26;22;0.0;0;0.0
623;26;1;26;23;0.0;0;0.0
624;26;1;26;24;0.0;0;0.0
625;27;1;27;1;0.0;0;0.0
626;27;1;27;2;0.0;0;0.0
627;27;1;27;3;0.0;0;0.0
628;27;1;27;4;0.0;0;0.0
629;27;1;27;5;0.0;0;0.0
630;27;1;27;6;0.0;0;0.0
631;27;1;27;7;0.0;0;0.0
632;27;1;27;8;0.0;0;0.0
633;27;1;27;9;0.0;0;0.0
634;27;1;27;10;0.0;0;0.0
635;27;1;27;11;0.011111111111111;0;0.011111111111111
636;27;1;27;12;0.025;0;0.025
637;27;1;27;13;0.025;0;0.025
638;27;1;27;14;0.011111111111111;0;0.011111111111111
639;27;1;27;15;0.0;0;0.0
640;27;1;27;16;0.0;0;0.0
641;27;1;27;17;0.0;0;0.0
642;27;1;27;18;0.0;0;0.0
643;27;1;27;19;0.0;0;0.0
644;27;1;27;20;0.0;0;0.0
645;27;1;27;21;0.0;0;0.0
646;27;1;27;22;0.0;0;0.0
647;27;1;27;23;0.0;0;0.0
648;27;1;27;24;0.0;0;0.0
649;28;1;28;1;0.0;0;0.0
650;28;1;28;2;0.0;0;0.0
651;28;1;28;3;0.0;0;0.0
652;28;1;28;4;0.0;0;0.0
653;28;1;28;5;0.0;0;0.0
654;28;1;28;6;0.0;0;0.0
655;28;1;28;7;0.0;0;0.0
656;28;1;28;8;0.0;0;0.0
657;28;1;28;9;0.0;0;0.0
658;28;1;28;10;0.0;0;0.0
659;28;1;28;11;0.011111111111111;0;0.011111111111111
660;28;1;28;12;0.025;0;0.025
661;28;1;28;13;0.025;0;0.025
662;28;1;28;14;0.011111111111111;0;0.011111111111111
663;28;1;28;15;0.0;0;0.0
664;28;1;28;16;0.0;0;0.0
665;28;1;28;17;0.0;0;0.0
666;28;1;28;18;0.0;0;0.0
667;28;1;28;19;0.0;0;0.0
668;28;1;28;20;0.0;0;0.0
669;28;1;28;21;0.0;0;0.0
670;28;1;28;22;0.0;0;0.0
671;28;1;28;23;0.0;0;0.0
672;28;1;28;24;0.0;0;0.0
673;29;1;29;1;0.0;0;0.0
674;29;1;29;2;0.0;0;0.0
675;29;1;29;3;0.0;0;0.0
